"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"10","INV.1876","9/10/2021 12:00:00 AM","","","9/10/2021 12:00:00 AM","Dr533","NJUCA CONSOLIDATED CO.LTD (NAI","","SO.2322","","","General             ","KES       ","Sr2       ","1","0","1","Mugure              ","61","1573179","False","","Jv28127","","",""
"10","INV.1877","8/23/2021 12:00:00 AM","","","9/10/2021 12:00:00 AM","Dr510868","CHINA ROAD AND BRIDGE(CRBC)","DLV 3733","SO.2323","","","General             ","KES       ","Sr1       ","1","3","1","Lucybriate          ","60","1573182","False","","Jv28129","","",""
"10","INV.1878","9/10/2021 12:00:00 AM","","","9/13/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3763","SO.2324","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573185","False","","Jv28190","","",""
"10","INV.1879","9/13/2021 12:00:00 AM","","","9/13/2021 12:00:00 AM","Dr510881","DAVESTER &amp; COMPANY LTD","","SO.2325","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573188","False","","Jv28192","","",""
"10","INV.1880","9/13/2021 12:00:00 AM","","","9/13/2021 12:00:00 AM","Dr510880","MUFADDAL HARDWARE","","SO.2326","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573191","False","","Jv28194","","",""
"10","INV.1881","9/13/2021 12:00:00 AM","","","9/13/2021 12:00:00 AM","Dr510856","KENBRO INDUSTRIES LTD","FPO2007189","SO.2327","","","General             ","KES       ","Sr1       ","1","3","1","Lucybriate          ","61","1573194","False","","Jv28196","","",""
"10","INV.1882","9/13/2021 12:00:00 AM","","","9/13/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","SO.2328","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573197","False","","Jv28198","","",""
"10","INV.1883","9/14/2021 12:00:00 AM","","","9/14/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO.2330","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573201","False","","Jv28250","","",""
"10","INV.1884","9/15/2021 12:00:00 AM","","","9/15/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO.2331","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573204","False","","Jv28281","","",""
"10","INV.1885","9/15/2021 12:00:00 AM","","","9/15/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO.2332","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573207","False","","Jv28284","","",""
"10","INV.1886","9/9/2021 12:00:00 AM","","","9/15/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","DLV.3766","SO.2333","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573210","False","","Jv28287","","",""
"10","INV.1887","9/15/2021 12:00:00 AM","","","9/15/2021 12:00:00 AM","Dr510882","SHABBIRI HARDWARE(K) LTD","","SO.2334","","","General             ","KES       ","Sr6       ","1","0","1","Mugure              ","61","1573213","False","","Jv28299","","",""
"10","INV.1888","9/15/2021 12:00:00 AM","","","9/15/2021 12:00:00 AM","Dr510884","PANNJU AGENCIES COMPANY LTD","","SO.2335","","","General             ","KES       ","Sr6       ","1","0","1","Mugure              ","61","1573216","False","","Jv28301","","",""
"10","INV.1889","9/16/2021 12:00:00 AM","","","9/16/2021 12:00:00 AM","Dr510885","BENJAMIN MWAURA","","SO.2338","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","61","1573222","False","","Jv28331","","",""
"10","INV.1890","8/27/2021 12:00:00 AM","","","9/16/2021 12:00:00 AM","Dr510688","CHINA WUYI ELDORET","DLV3744","SO2277","","","General             ","KES       ","Sr1       ","1","3","1","Mary                ","60","1573224","False","","Jv28334","","",""
"10","INV.1891","9/16/2021 12:00:00 AM","","","9/16/2021 12:00:00 AM","Dr510884","PANNJU AGENCIES COMPANY LTD","","SO.2339","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573227","False","","Jv28377","","",""
"10","INV.1892","9/16/2021 12:00:00 AM","","","9/16/2021 12:00:00 AM","Dr510886","JEREMARK PRIMER HARDWARE","","SO.2347","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573237","False","","Jv28386","","",""
"10","INV.1893","9/17/2021 12:00:00 AM","","","9/17/2021 12:00:00 AM","Dr593","P. J PETROLEUM EQUIPMENT LTD","","SO.2348","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","61","1573240","False","","Jv28423","","",""
"10","INV.1894","9/17/2021 12:00:00 AM","","","9/17/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO.2349","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","61","1573243","False","","Jv28535","","",""
"10","INV.1895","9/14/2021 12:00:00 AM","","","9/17/2021 12:00:00 AM","Dr510783","CRYSTAL ADHESIVES LTD","DLV.3774","SO.2350","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573247","False","","Jv28540","","",""
"10","INV.1896","9/14/2021 12:00:00 AM","","","9/17/2021 12:00:00 AM","Dr510758","TRANSLEE KENYA LIMITED","DLV.3773","SO.2329","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","61","1573249","False","","Jv28543","","",""
"10","INV.1897","9/18/2021 12:00:00 AM","","","9/18/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO.2352","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573253","False","","Jv28560","","",""
"10","INV.1898","9/20/2021 12:00:00 AM","","","9/20/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3779","SO.2354","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573258","False","","Jv28667","","",""
"10","INV.1899","9/14/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510780","NEW NILE IMPEX HANDWARE LTD(RO","DLV 3771","SO.2355","","","no vat              ","KES       ","Sr5       ","1","0","1","Lucybriate          ","61","1573263","False","","Jv28742","","",""
"10","INV.1900","9/16/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510883","PRIME TIME HARWARE LTD","DLV 3778","SO.2346","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573269","False","","Jv28757","","",""
"10","INV.1901","9/21/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510889","PEDISEL PAINTS","","SO.2357","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573274","False","","Jv28760","","",""
"10","INV.1902","9/21/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510888","POPMETD FABRICATORS HARDWARE","","SO.2356","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573276","False","","Jv28762","","",""
"10","INV.1903","9/17/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr593","P. J PETROLEUM EQUIPMENT LTD","RQN 1501","SO.2353","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573279","False","","Jv28764","","",""
"10","INV.1904","9/21/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","","SO.2358","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573283","False","","Jv28772","","",""
"10","INV.1905","9/21/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr533","NJUCA CONSOLIDATED CO.LTD (NAI","LPO 0000011075","SO.2359","","","General             ","KES       ","Sr2       ","1","0","1","Lucybriate          ","61","1573287","False","","Jv28775","","",""
"10","INV.1906","9/21/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","","SO.2360","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573290","False","","Jv28777","","",""
"10","INV.1907","9/13/2021 12:00:00 AM","","","9/21/2021 12:00:00 AM","Dr510856","KENBRO INDUSTRIES LTD","FPO2007189","SO.2361","","","General             ","KES       ","Sr1       ","1","0","1","admin               ","61","1573293","False","","Jv28780","","",""
"10","INV.1908","9/7/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510716","CHINA HENAN KAMAGAMBO,KISII","DLV 3764","SO.2362","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573296","False","","Jv28805","","",""
"10","INV.1909","9/14/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr584","SAXON INVESTMENT LTD","DLV 3775","SO.2365","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573301","False","","Jv28821","","",""
"10","INV.1910","9/22/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO.2366","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","61","1573304","False","","Jv28825","","",""
"10","INV.1911","9/15/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510766","CECYPO LTD","DLV 3777","SO.2336","","","General             ","KES       ","Sr3       ","1","0","1","Lucybriate          ","61","1573307","False","","Jv28829","","",""
"10","INV.1912","9/18/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3783","SO.2368","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573310","False","","Jv28831","","",""
"10","INV.1913","9/19/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510854","CHINA STATE CONSTRUCTION ENG","DLV 3781&amp;3782","SO.2369","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573313","False","","Jv28834","","",""
"10","INV.1914","9/20/2021 12:00:00 AM","","","9/22/2021 12:00:00 AM","Dr510810","CHINA WUYI CO/ LTD","DLV3785","SO.2370","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573316","False","","Jv28836","","",""
"10","INV.1915","9/23/2021 12:00:00 AM","","","9/23/2021 12:00:00 AM","Dr510804","CHINA WUYI CO. LTD KIGWACHI","","SO.2372","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573320","False","","Jv28850","","",""
"10","INV.1916","9/21/2021 12:00:00 AM","","","9/23/2021 12:00:00 AM","Dr510892","COLVAD ENGINEERING LIMITED","DLV 3788","SO.2373","","","no vat              ","KES       ","Sr1       ","1","3","1","Lucybriate          ","61","1573323","False","","Jv28852","","",""
"10","INV.1917","8/29/2021 12:00:00 AM","","","9/23/2021 12:00:00 AM","Dr510892","COLVAD ENGINEERING LIMITED","2021001","SO.2375","","","no vat              ","KES       ","Sr1       ","1","0","1","Lucybriate          ","60","1573330","False","","Jv28858","","",""
"10","INV.1918","9/23/2021 12:00:00 AM","","","9/23/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO.2376","","","General             ","KES       ","Sr6       ","1","0","1","Rose                ","61","1573333","False","","Jv28871","","",""
"10","INV.1919","9/24/2021 12:00:00 AM","","","9/24/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO.2377","","","General             ","KES       ","Sr5       ","1","0","1","Rose                ","61","1573336","False","","Jv28884","","",""
"10","INV.1920","9/24/2021 12:00:00 AM","","","9/24/2021 12:00:00 AM","Dr510803","MAUWEST COMPANY LTD","LPO 1148","SO.2378","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573339","False","","Jv28886","","",""
"10","INV.1921","9/24/2021 12:00:00 AM","","","9/24/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO.2379","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573342","False","","Jv28890","","",""
"10","INV.1922","9/24/2021 12:00:00 AM","","","9/24/2021 12:00:00 AM","Dr392","BENSON KIOH","","SO.2380","","","General             ","KES       ","Sr2       ","1","0","1","Lucybriate          ","61","1573345","False","","Jv28934","","",""
"10","INV.1923","9/25/2021 12:00:00 AM","","","9/25/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO.2381","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","61","1573348","False","","Jv28958","","",""
"10","INV.1924","9/25/2021 12:00:00 AM","","","9/25/2021 12:00:00 AM","Dr584","SAXON INVESTMENT LTD","","SO.2382","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","61","1573351","False","","Jv28978","","",""
"10","INV.1925","9/25/2021 12:00:00 AM","","","9/25/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO.2383","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573354","False","","Jv28982","","",""
"10","INV.1926","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510725","CHINA WUYI CO LTD KAGIO","LPO / Tack coat / 007","SO.2384","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573357","False","","Jv29001","","",""
"10","INV.1927","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO.2385","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573360","False","","Jv29004","","",""
"10","INV.1928","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510894","SAMCY HARDWARE","","SO.2386","","","General             ","KES       ","Sr6       ","1","3","1","Lucybriate          ","61","1573363","False","","Jv29006","","",""
"10","INV.1929","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510893","JAMJOS ENTERPRISES LTD","","SO.2387","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573366","False","","Jv29008","","",""
"10","INV.1930","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510894","SAMCY HARDWARE","","SO.2388","","","General             ","KES       ","Sr6       ","1","0","1","Lucybriate          ","61","1573371","False","","Jv29012","","",""
"10","INV.1931","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","","SO.2389","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573374","False","","Jv29023","","",""
"10","INV.1932","9/27/2021 12:00:00 AM","","","9/27/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","","SO.2391","","","General             ","KES       ","Sr6       ","1","0","1","Rose                ","61","1573378","False","","Jv29035","","",""
"10","INV.1933","9/28/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","SO.2393","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","61","1573382","False","","Jv29046","","",""
"10","INV.1934","9/28/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510823","GLORY HARDWARE","","SO.2394","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","61","1573385","False","","Jv29065","","",""
"10","INV.1935","9/28/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO.2395","","","General             ","KES       ","Sr5       ","1","0","1","Mary                ","61","1573388","False","","Jv29068","","",""
"10","INV.1936","9/27/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO.2390","","","General             ","KES       ","Sr5       ","1","0","1","Mary                ","61","1573390","False","","Jv29070","","",""
"10","INV.1937","9/28/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510866","TAPTERIK INTERNATIONAL LTD","","SO.2396","","","General             ","KES       ","Sr5       ","1","0","1","Mary                ","61","1573393","False","","Jv29075","","",""
"10","INV.1938","9/28/2021 12:00:00 AM","","","9/28/2021 12:00:00 AM","Dr510862","MATENZ TRADERS AND ELECTRICAL","","SO.2397","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","61","1573396","False","","Jv29081","","",""
