"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"Dr510709            ","1/28/2021 12:00:00 AM","INV1404             ","Jv22269             ","10","Rct1174             ","-472216.64","Jv23074             "
"Dr510710            ","2/20/2020 12:00:00 AM","INV916              ","Jv14171             ","10","Rct833              ","-487500.00","Jv16336             "
"Dr510710            ","2/20/2020 12:00:00 AM","INV1018             ","Jv16334             ","10","Rct833              ","-142500.00","Jv16336             "
"Dr510710            ","2/28/2020 12:00:00 AM","INV1018             ","Jv16334             ","10","Rct835              ","-487500.00","Jv16462             "
"Dr510710            ","2/28/2020 12:00:00 AM","INV1024             ","Jv16444             ","10","Rct835              ","-562500.00","Jv16462             "
"Dr510710            ","4/9/2020 12:00:00 AM","INV1024             ","Jv16444             ","10","Rct856              ","-487500.00","Jv17039             "
"Dr510710            ","4/9/2020 12:00:00 AM","INV1025             ","Jv16461             ","10","Rct856              ","-63000.00","Jv17039             "
"Dr510710            ","4/9/2020 12:00:00 AM","INV1041             ","Jv16791             ","10","Rct856              ","-558000.00","Jv17039             "
"Dr510710            ","4/16/2020 12:00:00 AM","INV1041             ","Jv16791             ","10","Rct857              ","-550500.00","Jv17040             "
"Dr510710            ","4/16/2020 12:00:00 AM","INV1058             ","Jv17024             ","10","Rct857              ","-358000.00","Jv17040             "
"Dr510710            ","4/16/2020 12:00:00 AM","INV1058             ","Jv17024             ","10","Rct858              ","-200000.00","Jv17041             "
"Dr510710            ","7/1/2020 12:00:00 AM","INV1058             ","Jv17024             ","10","Rvs62               ","-174000.00","Jv17949             "
"Dr642               ","11/30/2016 12:00:00 AM","INV59               ","Jv432               ","10","Rct56               ","-588380.00","Jv945               "
"Dr642               ","11/30/2016 12:00:00 AM","INV74               ","Jv558               ","10","Rct56               ","-261668.00","Jv945               "
"Dr642               ","11/30/2016 12:00:00 AM","INV74               ","Jv558               ","10","Rct57               ","-476027.00","Jv946               "
"Dr642               ","11/10/2020 12:00:00 AM","INV74               ","Jv558               ","10","Rct1041             ","-0.94","Jv21218             "
"Dr642               ","11/10/2020 12:00:00 AM","INV1306             ","Jv20843             ","10","Rct1041             ","-899999.06","Jv21218             "
"Dr642               ","11/10/2020 12:00:00 AM","INV1306             ","Jv20843             ","10","Rct1042             ","-824775.00","Jv21219             "
"Dr643               ","10/29/2016 12:00:00 AM","INV71               ","Jv511               ","10","Rct42               ","-38048.00","Jv681               "
"Dr643               ","11/17/2016 12:00:00 AM","INV88               ","Jv748               ","10","Rct69               ","-30160.00","Jv1170              "
"Dr643               ","12/5/2016 12:00:00 AM","INV103              ","Jv973               ","10","Rct70               ","-19024.00","Jv1171              "
"Dr643               ","12/15/2016 12:00:00 AM","INV110              ","Jv1034              ","10","Rct71               ","-34104.00","Jv1172              "
"Dr643               ","12/15/2016 12:00:00 AM","INV117              ","Jv1168              ","10","Rct68               ","-19024.00","Jv1169              "
"Dr643               ","12/16/2016 12:00:00 AM","INV119              ","Jv1228              ","10","Rct109              ","-49184.00","Jv1831              "
"Dr647               ","11/30/2016 12:00:00 AM","INV98               ","Jv943               ","10","Rct55               ","-8000.00","Jv944               "
"Dr423               ","10/22/2016 12:00:00 AM","INV60               ","Jv434               ","10","Rct21               ","-52200.00","Jv481               "
"Dr423               ","10/26/2016 12:00:00 AM","INV66               ","Jv488               ","10","Rct50               ","-17400.00","Jv849               "
"Dr423               ","11/12/2016 12:00:00 AM","INV84               ","Jv699               ","10","Rct51               ","-48720.00","Jv866               "
"Dr423               ","1/11/2018 12:00:00 AM","INV427              ","Jv6315              ","10","Rct315              ","-53800.00","Jv6316              "
"Dr423               ","1/19/2018 12:00:00 AM","INV427              ","Jv6315              ","10","Rct321              ","-0.01","Jv6509              "
"Dr423               ","1/19/2018 12:00:00 AM","INV441              ","Jv6508              ","10","Rct321              ","-18999.99","Jv6509              "
"Dr423               ","1/24/2018 12:00:00 AM","INV441              ","Jv6508              ","10","Rct327              ","-0.01","Jv6588              "
"Dr423               ","1/24/2018 12:00:00 AM","INV444              ","Jv6587              ","10","Rct327              ","-17399.99","Jv6588              "
"Dr423               ","1/27/2018 12:00:00 AM","INV444              ","Jv6587              ","10","Rct331              ","-0.01","Jv6655              "
"Dr423               ","1/27/2018 12:00:00 AM","INV453              ","Jv6654              ","10","Rct331              ","-17399.99","Jv6655              "
"Dr423               ","1/30/2018 12:00:00 AM","INV453              ","Jv6654              ","10","Rct332              ","-0.01","Jv6674              "
"Dr423               ","1/30/2018 12:00:00 AM","INV458              ","Jv6673              ","10","Rct332              ","-69599.99","Jv6674              "
"Dr423               ","3/29/2018 12:00:00 AM","INV458              ","Jv6673              ","10","Rct363              ","-0.01","Jv7401              "
"Dr423               ","3/29/2018 12:00:00 AM","INV495              ","Jv7400              ","10","Rct363              ","-90199.99","Jv7401              "
"Dr423               ","5/14/2018 12:00:00 AM","INV495              ","Jv7400              ","10","Rct391              ","-0.01","Jv7908              "
"Dr423               ","5/14/2018 12:00:00 AM","INV524              ","Jv7907              ","10","Rct391              ","-70999.99","Jv7908              "
"Dr423               ","6/4/2018 12:00:00 AM","INV524              ","Jv7907              ","10","Rct416              ","-0.01","Jv8150              "
"Dr423               ","6/4/2018 12:00:00 AM","INV548              ","Jv8149              ","10","Rct416              ","-122999.99","Jv8150              "
"Dr423               ","6/13/2018 12:00:00 AM","INV548              ","Jv8149              ","10","Rct420              ","-0.01","Jv8308              "
"Dr423               ","6/13/2018 12:00:00 AM","INV558              ","Jv8307              ","10","Rct420              ","-18999.99","Jv8308              "
"Dr423               ","6/13/2018 12:00:00 AM","INV558              ","Jv8307              ","10","Rvs32               ","-0.01","Jv8314              "
"Dr423               ","6/13/2018 12:00:00 AM","INV559              ","Jv8312              ","10","Rvs32               ","-71199.99","Jv8314              "
"Dr423               ","6/13/2018 12:00:00 AM","INV559              ","Jv8312              ","10","Rct421              ","-0.01","Jv8319              "
"Dr423               ","6/13/2018 12:00:00 AM","INV560              ","Jv8318              ","10","Rct421              ","-67999.99","Jv8319              "
"Dr423               ","6/26/2018 12:00:00 AM","INV580              ","Jv8507              ","10","Rct436              ","-82499.99","Jv8508              "
"Dr423               ","7/17/2018 12:00:00 AM","INV580              ","Jv8507              ","10","Rct467              ","-0.01","Jv8941              "
"Dr423               ","7/17/2018 12:00:00 AM","INV608              ","Jv8940              ","10","Rct467              ","-16499.99","Jv8941              "
"Dr423               ","9/4/2018 12:00:00 AM","INV608              ","Jv8940              ","10","Rct505              ","-0.01","Jv9538              "
"Dr423               ","9/4/2018 12:00:00 AM","INV654              ","Jv9529              ","10","Rct505              ","-32999.99","Jv9538              "
"Dr423               ","10/19/2018 12:00:00 AM","INV654              ","Jv9529              ","10","Rct550              ","-0.01","Jv10255             "
"Dr423               ","10/19/2018 12:00:00 AM","INV690              ","Jv10069             ","10","Rct550              ","-65423.99","Jv10255             "
"Dr423               ","11/19/2018 12:00:00 AM","INV690              ","Jv10069             ","10","Rct564              ","-0.01","Jv10504             "
