"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank E 30/1                   ","1200","          ","2/27/2023 12:00:00 AM","B/No1440  ","","28","S.6","572897",""
"Tank E 30/1                   ","27000","loosqty   ","1/21/2022 12:00:00 AM","CN96      ","","11","S.6","572398",""
"Tank E 30/1                   ","10022.5","          ","1/28/2022 12:00:00 AM","B/No1086  ","","28","S.6","572408",""
"Tank E 30/1                   ","-10000","loosqty   ","1/28/2022 12:00:00 AM","PL2230    ","","19","S.6","572409",""
"Tank E 30/1                   ","-6200","loosqty   ","1/24/2022 12:00:00 AM","PL2223    ","","19","S.6","572401",""
"Tank CB                       ","-400","loosqty   ","1/24/2022 12:00:00 AM","PL2223    ","","19","S.9","572402",""
"Tank CB                       ","-1","loosqty   ","1/24/2022 12:00:00 AM","SAMP-20   ","","15","S.6","572403",""
"Tank E 30/1                   ","-1","loosqty   ","1/24/2022 12:00:00 AM","SAMP-20   ","","15","S.6","572404",""
"Tank E 30/1                   ","-600","loosqty   ","1/31/2022 12:00:00 AM","PL2232    ","","19","S.6","572410",""
"Tank E 30/1                   ","-27000","loosqty   ","1/26/2022 12:00:00 AM","PL2225    ","","19","S.6","572406",""
"Tank E 30/1                   ","-2","loosqty   ","1/27/2022 12:00:00 AM","SAMP-24   ","","15","S.6","572407",""
"Tank CB                       ","-1200","loosqty   ","1/31/2022 12:00:00 AM","PL2233    ","","19","S.9","572411",""
"Tank E 30/1                   ","10183.35","          ","1/31/2022 12:00:00 AM","B/No1087  ","","28","S.6","572412",""
"Tank E 30/1                   ","-9000","loosqty   ","1/31/2022 12:00:00 AM","PL2235    ","","19","S.6","572413",""
"Tank E 30/1                   ","-600","loosqty   ","2/1/2022 12:00:00 AM","PL2239    ","","19","S.6","572414",""
"Tank K-65                     ","-1","loosqty   ","2/1/2022 12:00:00 AM","SAMP-26   ","","15","S.150","572415",""
"Tank K-65                     ","-1","loosqty   ","2/1/2022 12:00:00 AM","SAMP-27   ","","15","S.150","572416",""
"Tank E 30/1                   ","-1","loosqty   ","2/2/2022 12:00:00 AM","SAMP-29   ","","15","S.6","572417",""
"Tank CB                       ","-1","loosqty   ","2/2/2022 12:00:00 AM","SAMP-30   ","","15","S.9","572418",""
"Tank E 30/1                   ","1196.15","loosqty   ","1/31/2022 12:00:00 AM","522       ","","17","S.6","572419",""
"Tank CB                       ","-1525","loosqty   ","1/31/2022 12:00:00 AM","524       ","","17","S.9","572420",""
"Tank E 30/2                   ","-1500","loosqty   ","1/31/2022 12:00:00 AM","529       ","","17","S.7","572421",""
"Tank K-65                     ","-1000","loosqty   ","1/31/2022 12:00:00 AM","530       ","","17","S.150","572422",""
"Tank E 30/2                   ","12500.1","          ","2/2/2022 12:00:00 AM","B/No1093  ","","28","S.7","572423",""
"Tank E 30/2                   ","-10000","loosqty   ","2/2/2022 12:00:00 AM","PL2243    ","","19","S.7","572424",""
"Tank E 30/1                   ","-600","loosqty   ","2/5/2022 12:00:00 AM","PL2246    ","","19","S.6","572425",""
"Tank E 30/1                   ","9732.26","          ","2/5/2022 12:00:00 AM","B/No1096  ","","28","S.6","572426",""
"Tank E 30/1                   ","3581.18","          ","2/5/2022 12:00:00 AM","B/No1097  ","","28","S.6","572427",""
"Tank E 30/1                   ","-2800","loosqty   ","2/7/2022 12:00:00 AM","PL2248    ","","19","S.6","572428",""
"Tank E 30/1                   ","-600","loosqty   ","2/8/2022 12:00:00 AM","PL2250    ","","19","S.6","572429",""
"Tank E 30/1                   ","-7200","loosqty   ","2/8/2022 12:00:00 AM","PL2251    ","","19","S.6","572430",""
"Tank E 30/1                   ","27000","loosqty   ","2/8/2022 12:00:00 AM","CN102     ","","11","S.6","572431",""
"Tank E 30/1                   ","-10000","loosqty   ","2/8/2022 12:00:00 AM","PL2252    ","","19","S.6","572432",""
"Tank E 30/1                   ","-400","loosqty   ","2/9/2022 12:00:00 AM","PL2254    ","","19","S.6","572433",""
"Tank E 30/1                   ","-10000","loosqty   ","2/11/2022 12:00:00 AM","PL2258    ","","19","S.6","572434",""
"Tank E 30/1                   ","10019.45","          ","2/10/2022 12:00:00 AM","B/No1100  ","","28","S.6","572435",""
"Tank CB-70                    ","2633.384","          ","2/11/2022 12:00:00 AM","B/No1102  ","","28","S.10","572436",""
"Tank CB-70                    ","1597.312","          ","2/12/2022 12:00:00 AM","B/No1105  ","","28","S.10","572437",""
"Tank E 30/1                   ","-2000","loosqty   ","2/14/2022 12:00:00 AM","PL2262    ","","19","S.6","572438",""
"Tank CB-70                    ","-200","loosqty   ","2/14/2022 12:00:00 AM","PL2264    ","","19","S.10","572439",""
"Tank CB                       ","-1","loosqty   ","2/15/2022 12:00:00 AM","SAMP-33   ","","15","S.6","572440",""
"Tank E 30/1                   ","-1","loosqty   ","2/15/2022 12:00:00 AM","SAMP-33   ","","15","S.6","572441",""
"Tank E 30/1                   ","-1600","loosqty   ","2/15/2022 12:00:00 AM","PL2266    ","","19","S.6","572442",""
"Tank CB-70                    ","-1","loosqty   ","2/16/2022 12:00:00 AM","SAMP-34   ","","15","S.10","572443",""
"Tank E 30/2                   ","12746","          ","2/16/2022 12:00:00 AM","B/No1113  ","","28","S.7","572444",""
"Tank E 30/2                   ","-10000","loosqty   ","2/16/2022 12:00:00 AM","PL2268    ","","19","S.7","572445",""
"Tank E 30/1                   ","12223.05","          ","2/16/2022 12:00:00 AM","B/No1116  ","","28","S.6","572446",""
"Tank E 30/1                   ","-27000","loosqty   ","2/17/2022 12:00:00 AM","PL2271    ","","19","S.6","572447",""
"Tank E 30/1                   ","10447.56","          ","2/17/2022 12:00:00 AM","B/No1121  ","","28","S.6","572448",""
"Tank E 30/1                   ","27000","loosqty   ","2/17/2022 12:00:00 AM","CN104     ","","11","S.6","572449",""
"Tank E 30/1                   ","-24000","loosqty   ","2/17/2022 12:00:00 AM","PL2272    ","","19","S.6","572450",""
"Tank E 30/1                   ","-3000","loosqty   ","2/17/2022 12:00:00 AM","PL2273    ","","19","S.6","572451",""
"Tank E 30/1                   ","-1000","loosqty   ","2/18/2022 12:00:00 AM","PL2275    ","","19","S.6","572452",""
"Tank CB                       ","-1200","loosqty   ","2/18/2022 12:00:00 AM","PL2275    ","","19","S.9","572453",""
"Tank E 30/1                   ","1000","loosqty   ","2/18/2022 12:00:00 AM","CN105     ","","11","S.6","572454",""
"Tank CB                       ","1200","loosqty   ","2/18/2022 12:00:00 AM","CN105     ","","11","S.9","572455",""
"Tank E 30/1                   ","-1000","loosqty   ","2/18/2022 12:00:00 AM","PL2277    ","","19","S.6","572456",""
"Tank CB                       ","-1200","loosqty   ","2/18/2022 12:00:00 AM","PL2277    ","","19","S.9","572457",""
"Tank E 30/1                   ","-600","loosqty   ","2/19/2022 12:00:00 AM","PL2279    ","","19","S.6","572458",""
"Tank E 30/1                   ","-400","loosqty   ","2/21/2022 12:00:00 AM","PL2280    ","","19","S.6","572459",""
"Tank E 30/1                   ","-2000","loosqty   ","2/22/2022 12:00:00 AM","PL2282    ","","19","S.6","572460",""
"Tank E 30/1                   ","-10000","loosqty   ","2/23/2022 12:00:00 AM","PL2287    ","","19","S.6","572463",""
"Tank E 30/1                   ","10000","loosqty   ","2/23/2022 12:00:00 AM","CN106     ","","11","S.6","572464",""
"Tank E 30/1                   ","11561.32","          ","2/22/2022 12:00:00 AM","B/No1124  ","","28","S.6","572465",""
"Tank E 30/1                   ","-400","loosqty   ","2/23/2022 12:00:00 AM","PL2288    ","","19","S.6","572466",""
"Tank E 30/1                   ","-10000","loosqty   ","2/23/2022 12:00:00 AM","PL2289    ","","19","S.6","572467",""
"Tank E 30/1                   ","-200","loosqty   ","2/23/2022 12:00:00 AM","PL2290    ","","19","S.6","572468",""
"Tank CB                       ","-400","loosqty   ","2/23/2022 12:00:00 AM","PL2290    ","","19","S.9","572469",""
"Tank E 30/1                   ","10850.24","          ","2/23/2022 12:00:00 AM","B/No1125  ","","28","S.6","572470",""
"Tank E 30/1                   ","-26000","loosqty   ","2/24/2022 12:00:00 AM","PL2292    ","","19","S.6","572471",""
"Tank CB                       ","12696.28","          ","2/17/2022 12:00:00 AM","B/No1128  ","","28","S.9","572472",""
"Tank CB                       ","-2000","loosqty   ","2/24/2022 12:00:00 AM","PL2293    ","","19","S.9","572473",""
"Tank E 30/1                   ","5759.3","          ","2/23/2022 12:00:00 AM","B/No1129  ","","28","S.6","572474",""
"Tank E 30/1                   ","-400","loosqty   ","2/25/2022 12:00:00 AM","PL2296    ","","19","S.6","572475",""
"Tank E 30/1                   ","11086.54","          ","2/24/2022 12:00:00 AM","B/No1135  ","","28","S.6","572476",""
"Tank E 30/1                   ","-6000","loosqty   ","2/26/2022 12:00:00 AM","PL2297    ","","19","S.6","572477",""
"Tank E 30/1                   ","-400","loosqty   ","2/26/2022 12:00:00 AM","PL2299    ","","19","S.6","572478",""
"Tank E 30/2                   ","10585.9992","          ","2/26/2022 12:00:00 AM","B/No1136  ","","28","S.7","572479",""
"Tank E 30/1                   ","-5200","loosqty   ","2/26/2022 12:00:00 AM","PL2300    ","","19","S.6","572480",""
"Tank E 30/1                   ","-1000","loosqty   ","2/28/2022 12:00:00 AM","PL2303    ","","19","S.6","572481",""
"Tank E 30/1                   ","-400","loosqty   ","3/1/2022 12:00:00 AM","PL2305    ","","19","S.6","572482",""
"Tank E 30/1                   ","-1000","loosqty   ","3/1/2022 12:00:00 AM","PL2308    ","","19","S.6","572483",""
"Tank CB                       ","2000","loosqty   ","2/24/2022 12:00:00 AM","CN107     ","","11","S.9","572484",""
"Tank CB                       ","-2000","loosqty   ","3/1/2022 12:00:00 AM","PL2310    ","","19","S.9","572485",""
"Tank E 30/1                   ","5200","loosqty   ","2/26/2022 12:00:00 AM","CN108     ","","11","S.6","572486",""
"Tank E 30/2                   ","-5200","loosqty   ","3/1/2022 12:00:00 AM","PL2311    ","","19","S.7","572487",""
"Tank E 30/2                   ","-4800","loosqty   ","3/1/2022 12:00:00 AM","PL2312    ","","19","S.7","572488",""
"Tank CB-70                    ","200","loosqty   ","2/14/2022 12:00:00 AM","CN109     ","","11","S.10","572489",""
"Tank CB-70                    ","-200","loosqty   ","3/2/2022 12:00:00 AM","PL2315    ","","19","S.10","572490",""
"Tank E 30/1                   ","-1400","loosqty   ","3/2/2022 12:00:00 AM","PL2319    ","","19","S.6","572491",""
"Tank E 30/1                   ","14477.77","loosqty   ","3/1/2022 12:00:00 AM","575       ","","17","S.6","572492",""
"Tank E 30/2                   ","1537.9008","loosqty   ","3/1/2022 12:00:00 AM","576       ","","17","S.7","572493",""
"Tank K-65                     ","-198","loosqty   ","3/1/2022 12:00:00 AM","577       ","","17","S.150","572494",""
"Tank CB                       ","-2194.28","loosqty   ","3/1/2022 12:00:00 AM","579       ","","17","S.9","572495",""
"Tank E 30/1                   ","-1000","loosqty   ","4/9/2022 12:00:00 AM","PL2403    ","","19","S.6","572559",""
"Tank E 30/1                   ","-1000","loosqty   ","3/3/2022 12:00:00 AM","PL2324    ","","19","S.6","572497",""
"Tank CB                       ","-600","loosqty   ","3/4/2022 12:00:00 AM","PL2325    ","","19","S.9","572498",""
"Tank E 30/1                   ","-600","loosqty   ","3/5/2022 12:00:00 AM","PL2327    ","","19","S.6","572499",""
"Tank E 30/1                   ","-1000","loosqty   ","3/5/2022 12:00:00 AM","PL2328    ","","19","S.6","572500",""
"Tank CB                       ","-6000","loosqty   ","3/7/2022 12:00:00 AM","PL2329    ","","19","S.9","572501",""
"Tank CB                       ","-2000","loosqty   ","3/7/2022 12:00:00 AM","PL2330    ","","19","S.9","572502",""
"Tank E 30/1                   ","-3600","loosqty   ","3/8/2022 12:00:00 AM","PL2333    ","","19","S.6","572503",""
"Tank E 30/1                   ","-600","loosqty   ","3/8/2022 12:00:00 AM","PL2334    ","","19","S.6","572504",""
"Tank E 30/1                   ","-6000","loosqty   ","3/8/2022 12:00:00 AM","PL2335    ","","19","S.6","572505",""
"Tank CB                       ","2000","loosqty   ","3/7/2022 12:00:00 AM","CN112     ","","11","S.9","572506",""
"Tank CB                       ","-2000","loosqty   ","3/8/2022 12:00:00 AM","PL2336    ","","19","S.9","572507",""
"Tank E 30/1                   ","9710.09","          ","3/8/2022 12:00:00 AM","B/No1144  ","","28","S.6","572508",""
"Tank E 30/2                   ","12599.96136","          ","3/9/2022 12:00:00 AM","B/No1145  ","","28","S.7","572509",""
"Tank E 30/2                   ","-10000","loosqty   ","3/9/2022 12:00:00 AM","PL2337    ","","19","S.7","572510",""
"Tank E 30/2                   ","-400","loosqty   ","3/10/2022 12:00:00 AM","PL2338    ","","19","S.7","572511",""
"Tank E 30/1                   ","-200","loosqty   ","3/10/2022 12:00:00 AM","PL2339    ","","19","S.6","572512",""
"Tank CB                       ","15000","          ","3/11/2022 12:00:00 AM","B/No1146  ","","28","S.9","572513",""
"Tank CB                       ","-5600","loosqty   ","3/11/2022 12:00:00 AM","PL2341    ","","19","S.9","572514",""
"Tank CB                       ","-9000","loosqty   ","3/11/2022 12:00:00 AM","PL2342    ","","19","S.9","572515",""
"Tank E 30/2                   ","-400","loosqty   ","3/11/2022 12:00:00 AM","PL2343    ","","19","S.7","572516",""
"Tank CB                       ","9330.4","          ","3/12/2022 12:00:00 AM","B/No1147  ","","28","S.9","572517",""
"Tank CB                       ","-8600","loosqty   ","3/12/2022 12:00:00 AM","PL2345    ","","19","S.9","572518",""
"Tank E 30/2                   ","11772.06","          ","3/12/2022 12:00:00 AM","B/No1149  ","","28","S.7","572519",""
"Tank E 30/2                   ","14109.54","          ","3/12/2022 12:00:00 AM","B/No1150  ","","28","S.7","572520",""
"Tank E 30/2                   ","-27000","loosqty   ","3/13/2022 12:00:00 AM","PL2346    ","","19","S.7","572521",""
"Tank CB                       ","7100","          ","3/17/2022 12:00:00 AM","B/No1158  ","","28","S.9","572522",""
"Tank CB                       ","-10000","loosqty   ","3/19/2022 12:00:00 AM","PL2358    ","","19","S.9","572528",""
"Tank CB                       ","1304.444","          ","3/20/2022 12:00:00 AM","B/No1164  ","","28","S.9","572529",""
"Tank E 30/1                   ","10504.05","          ","3/19/2022 12:00:00 AM","B/No1165  ","","28","S.6","572530",""
"Tank E 30/1                   ","9779.55","          ","3/19/2022 12:00:00 AM","B/No1168  ","","28","S.6","572531",""
"Tank E 30/2                   ","6062.7","          ","3/20/2022 12:00:00 AM","B/No1169  ","","28","S.7","572532",""
"Tank E 30/1                   ","-1600","loosqty   ","3/23/2022 12:00:00 AM","PL2366    ","","19","S.6","572533",""
"Tank E 30/1                   ","-3000","loosqty   ","3/25/2022 12:00:00 AM","PL2368    ","","19","S.6","572534",""
"Tank E 30/1                   ","-15400","loosqty   ","3/25/2022 12:00:00 AM","PL2369    ","","19","S.6","572535",""
"Tank E 30/1                   ","3000","loosqty   ","3/25/2022 12:00:00 AM","CN113     ","","11","S.6","572536",""
"Tank E 30/1                   ","-3000","loosqty   ","3/28/2022 12:00:00 AM","PL2373    ","","19","S.6","572537",""
"Tank E 30/1                   ","-1400","loosqty   ","3/28/2022 12:00:00 AM","PL2374    ","","19","S.6","572538",""
"Tank E 30/1                   ","-2000","loosqty   ","3/29/2022 12:00:00 AM","PL2377    ","","19","S.6","572539",""
"Tank E 30/2                   ","-3000","loosqty   ","3/29/2022 12:00:00 AM","PL2377    ","","19","S.7","572540",""
"Tank CB                       ","-2000","loosqty   ","3/29/2022 12:00:00 AM","PL2377    ","","19","S.9","572541",""
"Tank E 30/1                   ","-1600","loosqty   ","3/29/2022 12:00:00 AM","PL2379    ","","19","S.6","572542",""
"Tank CB                       ","600","          ","3/28/2022 12:00:00 AM","B/No1185  ","","28","S.9","572543",""
"Tank E 30/1                   ","10817.86","          ","3/21/2022 12:00:00 AM","B/No1186  ","","28","S.6","572544",""
"Tank E 30/1                   ","7245.14","          ","3/22/2022 12:00:00 AM","B/No1187  ","","28","S.6","572545",""
"Tank E 30/2                   ","-200","loosqty   ","4/1/2022 12:00:00 AM","PL2385    ","","19","S.7","572546",""
"Tank E 30/2                   ","-10000","loosqty   ","4/2/2022 12:00:00 AM","PL2389    ","","19","S.7","572547",""
"Tank E 30/2                   ","11797.35","          ","4/3/2022 12:00:00 AM","B/No1191  ","","28","S.7","572548",""
"Tank E 30/2                   ","11794.24","          ","4/3/2022 12:00:00 AM","B/No1192  ","","28","S.7","572549",""
