"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"1576889","19","3/28/2022 12:00:00 AM","PL2375","","","S.60166","BITUSHIELD TYPE. 3                                ","bucket    ","7.00","","","3879.31","4344.83","31500.00","","","0.00","7","0.00","S.90","16.00","False","","","3275.8","603.51","20","","",""
"1576890","10","3/28/2022 12:00:00 AM","INV.2358","","","S.103","BITUSHIELD TYPE 5                                 ","bucket    ","8.00","","","3879.31","4966.00","36000.00","","","","","0.00","S.90","16.00","False","","0","3707","172.31","20","","",""
"1576891","10","3/28/2022 12:00:00 AM","INV.2358","","","S.60166","BITUSHIELD TYPE. 3                                ","bucket    ","7.00","","","3879.31","4345.00","31500.00","","","","","0.00","S.90","16.00","False","","0","3275.8","603.51","20","","",""
"1576892","10","3/28/2022 12:00:00 AM","INV.2358","","","S.103","BITUSHIELD TYPE 5                                 ","Tins      ","4.00","","","948.28","607.00","4400.00","","","","","0.00","S.93","16.00","False","","0","1500","-551.72","4","","",""
"1576893","19","3/28/2022 12:00:00 AM","PL2376","","","S.136","BLOWN BITUMEN 115/15                              ","kgs       ","100.00","","","400.00","6400.00","46400.00","","","0.00","100","0.00","","16.00","False","","","250","150","1","","",""
"1576894","10","3/28/2022 12:00:00 AM","INV.2359","","","S.136","BLOWN BITUMEN 115/15                              ","kgs       ","100.00","","","400.00","6400.00","46400.00","","","","","0.00","","16.00","False","","0","250","150","1","","",""
"1576897","1","3/29/2022 12:00:00 AM","SO.2886","","","S.9","MC-30 CutBack                                     ","Drums     ","10.00","","10.00","22000.00","35200.00","255200.00","","","0.00","10","0.00","S.15","16.00","False","","","20600","1400","200","10","",""
"1576898","16","3/29/2022 12:00:00 AM","SL627","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","10.00","","","15400.00","24640.00","178640.00","","","0.00","10","0.00","S.15","16.00","False","","","14000","1400","200","","",""
"1576899","16","3/29/2022 12:00:00 AM","SL627","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","15.00","","","17000.00","40800.00","295800.00","","","0.00","15","0.00","S.15","16.00","False","","","15000","2000","200","","",""
"1576900","16","3/29/2022 12:00:00 AM","SL627","","","S.9","MC-30 CutBack                                     ","Drums     ","10.00","","","22000.00","35200.00","255200.00","","","0.00","10","0.00","S.15","16.00","False","","","20600","1400","200","","",""
"1576901","19","3/29/2022 12:00:00 AM","PL2377","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","10.00","","","15400.00","24640.00","178640.00","","","0.00","10","0.00","S.15","16.00","False","","","14000","1400","200","","",""
"1576902","19","3/29/2022 12:00:00 AM","PL2377","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","15.00","","","17000.00","40800.00","295800.00","","","0.00","15","0.00","S.15","16.00","False","","","15000","2000","200","","",""
"1576903","19","3/29/2022 12:00:00 AM","PL2377","","","S.9","MC-30 CutBack                                     ","Drums     ","10.00","","","22000.00","35200.00","255200.00","","","0.00","10","0.00","S.15","16.00","False","","","20600","1400","200","","",""
"1576904","10","3/29/2022 12:00:00 AM","INV.2360","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","10.00","","","15400.00","24640.00","178640.00","","","","","0.00","S.15","16.00","False","","0","14000","1400","200","","",""
"1576905","10","3/29/2022 12:00:00 AM","INV.2360","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","15.00","","","17000.00","40800.00","295800.00","","","","","0.00","S.15","16.00","False","","0","15000","2000","200","","",""
"1576906","10","3/29/2022 12:00:00 AM","INV.2360","","","S.9","MC-30 CutBack                                     ","Drums     ","10.00","","","22000.00","35200.00","255200.00","","","","","0.00","S.15","16.00","False","","0","20600","1400","200","","",""
"1576907","1","3/29/2022 12:00:00 AM","SO.2887","","","S.143","Fibre Glass Membrane                              ","Roll      ","1.00","","1.00","13500.00","2160.00","15660.00","","","0.00","1","0.00","","16.00","False","","","14655.173","-1155.173","1","1","",""
"1576908","16","3/29/2022 12:00:00 AM","SL628","","","S.143","Fibre Glass Membrane                              ","Roll      ","1.00","","","13500.00","2160.00","15660.00","","","0.00","1","0.00","","16.00","False","","","14655.173","-1155.173","1","","",""
"1576909","19","3/29/2022 12:00:00 AM","PL2378","","","S.143","Fibre Glass Membrane                              ","Roll      ","1.00","","","13500.00","2160.00","15660.00","","","0.00","1","0.00","","16.00","False","","","14655.173","-1155.173","1","","",""
"1576910","10","3/29/2022 12:00:00 AM","INV.2361","","","S.143","Fibre Glass Membrane                              ","Roll      ","1.00","","","13500.00","2160.00","15660.00","","","","","0.00","","16.00","False","","0","14655.173","-1155.173","1","","",""
"1576911","54","3/29/2022 12:00:00 AM","QBPL-68","","","S.6","K1-60 Emulsion (60% bidder content)","Drums     ","1.00","","","14000.00","2240.00","16240.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1576912","54","3/29/2022 12:00:00 AM","QBPL-69","","","S.6","K1-60 Emulsion (60% bidder content)","Drums     ","1.00","","","14000.00","2240.00","16240.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1576913","54","3/29/2022 12:00:00 AM","QBPL-69","","","S.7","K1-70  Emulsion (70% bidder content)","Drums     ","1.00","","","15000.00","2400.00","17400.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1576914","54","3/29/2022 12:00:00 AM","QBPL-69","","","S.9","MC-30 CutBack","Drums     ","1.00","","","20600.00","3296.00","23896.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1576915","54","3/29/2022 12:00:00 AM","QBPL-70","","","S.6","K1-60 Emulsion (60% bidder content)","Drums     ","1.00","","","14000.00","2240.00","16240.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
"1576916","54","3/29/2022 12:00:00 AM","QBPL-70","","","S.7","K1-70  Emulsion (70% bidder content)","Drums     ","1.00","","","15000.00","2400.00","17400.00","True","","0.00","0","0.00","0","16.00","False","","","","","200","","",""
