"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"3/13/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1694             ","Dr534               ","","20880","0","","T","True","CR","kes       ","1","","I","-17","J.12978             ","r ","1         ","2880","","3798","","02Ac00126           "
"3/13/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1695             ","Dr384               ","","36888","0","","T","True","CR","kes       ","1","","I","-17","J.12979             ","r ","1         ","5088","","3799","","02Tr00127           "
"11/21/2014 12:00:00 AM","Payment:-                                                                                           ","","DR    ","RC1073              ","Dr544               ","0","-60000","-60000","","T","True","CR","kes       ","1","","R","-21","J.12980             ","_W","1         ","","","3800","","02Tr00127           "
"3/16/2015 12:00:00 AM","Payment:chq no. 378 for inv1466                                                                     ","","DR    ","RC1074              ","Dr531               ","0","-95178","-95178","","T","True","CR","kes       ","1","","R","-17","J.12983             ","_W","1         ","","","3801","","02Ac00126           "
"3/14/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1696             ","Dr531               ","","23664","0","","T","True","CR","kes       ","1","","I","-17","J.12984             ","r ","1         ","3264","","3802","","02Ac00126           "
"3/16/2015 12:00:00 AM","Payment:chq  no. 388 for inv1696                                                                    ","","DR    ","RC1075              ","Dr531               ","0","-23664","-23664","","T","True","CR","kes       ","1","","R","-17","J.12985             ","_W","1         ","","","3803","","02Ac00126           "
"3/16/2015 12:00:00 AM","Payment:chq no. 815865 for inv                                                                      ","","DR    ","RC1076              ","Dr414               ","0","-396300","-396300","","T","True","CR","kes       ","1","","R","-17","J.12986             ","_W","1         ","","","3804","","02Tr00127           "
"3/14/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1697             ","Dr375               ","","75600","0","","T","True","CR","kes       ","1","","I","-17","J.13039             ","r ","1         ","0","","3805","","02Tr00127           "
"3/16/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1698             ","Dr395               ","","920750","0","","T","True","CR","kes       ","1","","I","-17","J.13040             ","r ","1         ","127000","","3806","","02Tr00127           "
"3/17/2015 12:00:00 AM","Payment:Cash deposit for inv1697                                                                    ","","DR    ","RC1077              ","Dr375               ","0","-75600","-75600","","T","True","CR","kes       ","1","","R","-17","J.13041             ","_W","1         ","","","3807","","02Tr00127           "
