"documenttype","documentno","docdate","oderdate","duedate","postingdate","vendorcode","vendorname","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","printed","released","status","userid","period","entryno","vatinclusive","Dimension_1","Dimension_2","freight"
"30","GRN841","1/19/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr120615","CASH PURCHASE","","","          ","","notvat              ","KES       ","","","1","Mary                ","53","1011941","True","          ","          ","0"
"30","GRN842","1/21/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","inv6002020","","          ","","General             ","KES       ","","","1","Mary                ","53","1011943","False","          ","          ","0"
"30","GRN843","2/26/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","GRN1720","","          ","","General             ","KES       ","","","1","Mary                ","54","1011946","False","          ","          ","0"
"30","GRN844","2/22/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr429","RESOLUTE SUPPLIERS","GRN1722","","          ","","notvat              ","KES       ","","","1","Mary                ","54","1011949","True","          ","          ","0"
"30","GRN845","2/22/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN1723","","          ","","notvat              ","KES       ","","","1","Mary                ","54","1011952","True","          ","          ","0"
"30","GRN846","2/24/2021 12:00:00 AM","","2/27/2021 12:00:00 AM","","cr40608","IMCD KENYA LIMITED","GRN1724","","          ","","General             ","KES       ","","","1","Mary                ","54","1011955","False","          ","          ","2500"
"30","GRN847","2/20/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr190635","BITUTECH LIMITED","GRN1719","","          ","","General             ","KES       ","","","1","Mary                ","54","1011961","False","          ","          ","0"
"30","GRN848","2/25/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1725","","          ","","01                  ","KES       ","","","1","Mary                ","54","1011964","False","          ","          ","0"
"30","GRN849","2/25/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr190660","DAVID ONGERI","grn1726","","          ","","01                  ","KES       ","","","1","Mary                ","54","1011967","False","          ","          ","0"
"30","GRN850","3/3/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","GRN1728","","          ","","General             ","KES       ","","","1","Mary                ","55","1011970","False","          ","          ","0"
"30","GRN851","3/3/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr551","TRIPAC","GRN1729","","          ","","General             ","KES       ","","","1","Mary                ","55","1011973","False","          ","          ","100"
"30","GRN852","3/3/2021 12:00:00 AM","","3/5/2021 12:00:00 AM","","cr190618","ASL TRADING DIVISION","GRN1730","","          ","","General             ","KES       ","","","1","Mary                ","55","1011976","False","          ","          ","0"
"30","GRN853","3/3/2021 12:00:00 AM","","3/4/2021 12:00:00 AM","","cr190659","Scanner Petroleum Limited","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1011978","False","E25       ","          ","0"
"30","GRN854","3/5/2021 12:00:00 AM","","3/6/2021 12:00:00 AM","","cr40608","IMCD KENYA LIMITED","GRN1732","","          ","","General             ","KES       ","","","1","Mary                ","55","1011981","False","          ","          ","2500"
"30","GRN855","3/5/2021 12:00:00 AM","","3/6/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1733","","          ","","01                  ","KES       ","","","1","Mary                ","55","1011984","False","          ","          ","0"
"30","GRN856","3/5/2021 12:00:00 AM","","3/6/2021 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN1735","","          ","","notvat              ","KES       ","","","1","Mary                ","55","1011987","True","          ","          ","0"
"30","GRN857","3/3/2021 12:00:00 AM","","3/4/2021 12:00:00 AM","","cr190635","BITUTECH LIMITED","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1011989","False","E25       ","          ","0"
"30","GRN858","2/3/2021 12:00:00 AM","","3/10/2021 12:00:00 AM","","cr190635","BITUTECH LIMITED","GRN1698","","          ","","General             ","KES       ","","","1","Mary                ","54","1011993","False","          ","          ","0"
"30","GRN859","3/11/2021 12:00:00 AM","","3/13/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1011996","False","E25       ","          ","0"
"30","GRN860","3/5/2021 12:00:00 AM","","3/13/2021 12:00:00 AM","","cr190627","LOKINZO ENTERPRISE","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1011999","False","E25       ","          ","0"
"30","GRN861","3/8/2021 12:00:00 AM","","3/13/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","","","          ","","01                  ","KES       ","","","1","Mugure              ","55","1012002","False","E25       ","          ","0"
"30","GRN862","3/8/2021 12:00:00 AM","","3/13/2021 12:00:00 AM","","cr190621","RICHARD NANDWA","","","          ","","01                  ","KES       ","","","1","Mugure              ","55","1012005","False","E25       ","          ","0"
"30","GRN863","3/8/2021 12:00:00 AM","","3/16/2021 12:00:00 AM","","cr190661","SPECTA ENERGY LTD","GRN1742","","          ","","General             ","KES       ","","","1","Mary                ","55","1012008","False","          ","          ","0"
"30","GRN864","3/15/2021 12:00:00 AM","","3/16/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","GRN1743","","          ","","General             ","KES       ","","","1","Mary                ","55","1012011","False","          ","          ","0"
"30","GRN865","3/19/2021 12:00:00 AM","","3/21/2021 12:00:00 AM","","cr120613","SHORE TO SHORE  SUPPLIERS LTD","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1012014","False","E25       ","          ","0"
"30","GRN866","3/17/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1744","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012019","False","          ","          ","0"
"30","GRN867","3/18/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr190621","RICHARD NANDWA","GRN1745","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012022","False","          ","          ","0"
"30","GRN868","3/20/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN1747","","          ","","notvat              ","KES       ","","","1","Mary                ","55","1012025","True","          ","          ","0"
"30","GRN869","3/23/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN1748","","          ","","notvat              ","KES       ","","","1","Mary                ","55","1012028","True","          ","          ","0"
"30","GRN870","3/23/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1749","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012031","False","          ","          ","0"
"30","GRN871","3/23/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr40608","IMCD KENYA LIMITED","GRN1750","","          ","","General             ","KES       ","","","1","Mary                ","55","1012034","False","          ","          ","0"
"30","GRN872","3/20/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr120613","SHORE TO SHORE  SUPPLIERS LTD","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1012037","False","E25       ","          ","0"
"30","GRN873","3/23/2021 12:00:00 AM","","3/24/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","","","          ","","General             ","KES       ","","","1","Mugure              ","55","1012040","False","E25       ","          ","0"
"30","GRN874","3/25/2021 12:00:00 AM","","3/27/2021 12:00:00 AM","","cr190621","RICHARD NANDWA","GRN1757","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012043","False","          ","          ","0"
"30","GRN875","3/25/2021 12:00:00 AM","","3/27/2021 12:00:00 AM","","cr190662","KENSALT LIMITED","GRN1758","","          ","","General             ","KES       ","","","1","Mary                ","55","1012046","False","          ","          ","1000"
"30","GRN876","3/26/2021 12:00:00 AM","","3/27/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1759","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012049","False","          ","          ","0"
"30","GRN877","3/26/2021 12:00:00 AM","","3/27/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","GRN1760","","          ","","General             ","KES       ","","","1","Mary                ","55","1012052","False","          ","          ","0"
"30","GRN878","4/24/2021 12:00:00 AM","","4/2/2021 12:00:00 AM","","cr190635","BITUTECH LIMITED","GRN1756","","          ","","General             ","KES       ","","","1","Mary                ","56","1012056","False","          ","          ","0"
"30","GRN879","3/27/2021 12:00:00 AM","","4/2/2021 12:00:00 AM","","cr190655","JOSEPH JUMA","GRN1761","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012059","False","          ","          ","2000"
"30","GRN880","3/24/2021 12:00:00 AM","","4/9/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1753","","          ","","01                  ","KES       ","","","1","Mary                ","55","1012062","False","          ","          ","0"
"30","GRN881","4/6/2021 12:00:00 AM","","4/13/2021 12:00:00 AM","","cr190618","ASL TRADING DIVISION","GRN1771","","          ","","General             ","KES       ","","","1","Mary                ","56","1012065","False","          ","          ","1000"
"30","GRN882","4/8/2021 12:00:00 AM","","4/13/2021 12:00:00 AM","","cr190618","ASL TRADING DIVISION","GRN1772","","          ","","General             ","KES       ","","","1","Mary                ","56","1012068","False","          ","          ","1000"
"30","GRN883","4/10/2021 12:00:00 AM","","4/13/2021 12:00:00 AM","","cr190627","LOKINZO ENTERPRISE","GRN1773","","          ","","General             ","KES       ","","","1","Mary                ","56","1012071","False","          ","          ","0"
"30","GRN884","4/10/2021 12:00:00 AM","","4/13/2021 12:00:00 AM","","cr190655","JOSEPH JUMA","GRN1774","","          ","","01                  ","KES       ","","","1","Mary                ","56","1012074","False","          ","          ","2000"
"30","GRN885","4/4/2021 12:00:00 AM","","4/13/2021 12:00:00 AM","","cr190661","SPECTA ENERGY LTD","GRN1770","","          ","","General             ","KES       ","","","1","Mary                ","56","1012077","False","          ","          ","0"
"30","GRN886","3/30/2021 12:00:00 AM","","3/31/2021 12:00:00 AM","","cr190663","SKYTRADE GLOBAL ENTERPRISES LT","PRO 21C-30-99","","          ","","General             ","KES       ","","","1","Mary                ","55","1012078","False","          ","          ","0"
"30","GRN887","4/10/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr40612","NATO ENERGY DEALERS LTD","GRN1775","","          ","","inc                 ","KES       ","","","1","Mary                ","56","1012081","True","          ","          ","0"
"30","GRN888","4/13/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr40608","IMCD KENYA LIMITED","GRN1776","","          ","","General             ","KES       ","","","1","Mary                ","56","1012084","False","          ","          ","2500"
"30","GRN889","4/14/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr190655","JOSEPH JUMA","GRN1777","","          ","","01                  ","KES       ","","","1","Mary                ","56","1012087","False","          ","          ","0"
"30","GRN890","4/15/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr434","FRIENDSHIP CONTAINERS","GRN1778","","          ","","General             ","KES       ","","","1","Mary                ","56","1012090","False","          ","          ","0"
"30","GRN891","4/15/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN1780","","          ","","notvat              ","KES       ","","","1","Mary                ","56","1012093","True","          ","          ","0"
"30","GRN892","4/16/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr568","MARS OIL FILLING STATION","GRN1782","","          ","","General             ","KES       ","","","1","Mary                ","56","1012096","False","          ","          ","0"
"30","GRN893","4/16/2021 12:00:00 AM","","4/17/2021 12:00:00 AM","","cr40601","SUN MBATIA MARS","GRN1782","","          ","","01                  ","KES       ","","","1","Mary                ","56","1012098","False","          ","          ","0"
