"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct894              ","6/25/2020 12:00:00 AM","Dr510739            ","TRF","Paid in KES","349000.00","True","Jv17854","KES       "
"Rct895              ","6/25/2020 12:00:00 AM","Dr510733            ","RTGS","Paid in KES","2052000.00","True","Jv17855","KES       "
"Rct896              ","6/29/2020 12:00:00 AM","Dr423               ","CHQ.000905","Paid in KES","125400.00","True","Jv17858","KES       "
"Rct897              ","6/26/2020 12:00:00 AM","Dr220678            ","Mpesa","Paid in KES","20000.00","True","Jv18059","KES       "
"Rct898              ","6/30/2020 12:00:00 AM","Dr510740            ","Mpesa","Paid in KES","975.00","True","Jv18060","KES       "
"Rct899              ","3/6/2020 12:00:00 AM","Dr510726            ","cash","Pain in :KES","30000.00","","Jv18061","KES       "
"Rct900              ","10/18/2019 12:00:00 AM","Dr510718            ","Inv953","Paid in KES","13725.00","","Jv18123","KES       "
"Rct901              ","10/25/2019 12:00:00 AM","Dr510718            ","inv961","Paid in KES","13725.00","","Jv18124","KES       "
"Rct902              ","7/3/2020 12:00:00 AM","Dr510718            ","Mpesa","Paid in KES","11895.00","True","Jv18125","KES       "
"Rct903              ","7/3/2020 12:00:00 AM","Dr510740            ","Mpesa","Paid in KES","650.00","True","Jv18126","KES       "
"Rct904              ","7/1/2020 12:00:00 AM","Dr220678            ","Mpesa","Paid in KES","20000.00","True","Jv18127","KES       "
"Rct905              ","7/2/2020 12:00:00 AM","Dr220678            ","Mpesa","Paid in KES","50000.00","True","Jv18128","KES       "
"Rct906              ","7/9/2020 12:00:00 AM","Dr220678            ","Mpesa","Paid in KES","15000.00","True","Jv18129","KES       "
"Rct907              ","7/10/2020 12:00:00 AM","Dr369               ","Chq012619","Paid in KES","141000.00","True","Jv18219","KES       "
"Rct909              ","7/14/2020 12:00:00 AM","Dr369               ","Chq012664","Paid in KES","930000.00","True","Jv18220","KES       "
"Rct910              ","7/10/2020 12:00:00 AM","Dr423               ","chq000913","Paid in KES","526680.00","True","Jv18221","KES       "
"Rct911              ","7/7/2020 12:00:00 AM","Dr471               ","TRF","Paid in KES","732480.00","True","Jv18240","KES       "
"Rct912              ","7/11/2020 12:00:00 AM","Dr510739            ","Chq700124","Paid in KES","210000.00","True","Jv18270","KES       "
"Rct913              ","7/3/2020 12:00:00 AM","Dr510712            ","Inv1126","Paid in KES","451200.00","True","Jv18271","KES       "
"Rct914              ","7/3/2020 12:00:00 AM","Dr510716            ","","Paid in KES","4404724.00","True","Jv18273","KES       "
"Rct915              ","7/6/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","4297263.00","True","Jv18274","KES       "
"Rct916              ","5/26/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2148632.00","True","Jv18276","KES       "
"Rct917              ","7/2/2020 12:00:00 AM","Dr510739            ","inv1117","Paid in KES","350000.00","True","Jv18280","KES       "
"Rct918              ","6/29/2020 12:00:00 AM","Dr510739            ","inv1111","Paid in KES","350000.00","True","Jv18281","KES       "
"Rct919              ","7/10/2020 12:00:00 AM","Dr585               ","Mpesa","Paid in KES","42900.00","True","Jv18356","KES       "
"Rct920              ","7/10/2020 12:00:00 AM","Dr510745            ","Mpesa","Paid in KES","15500.00","True","Jv18357","KES       "
"Rct921              ","7/11/2020 12:00:00 AM","Dr510745            ","Mpesa","Paid in KES","15000.00","True","Jv18358","KES       "
"Rct922              ","7/16/2020 12:00:00 AM","Dr435               ","chq000926","Paid in KES","177000.00","True","Jv18398","KES       "
"Rct923              ","7/17/2020 12:00:00 AM","Dr458               ","464818","Paid in KES","192000.00","True","Jv18425","KES       "
"Rct924              ","7/21/2020 12:00:00 AM","Dr510704            ","TRF","Paid in KES","529600.00","True","Jv18455","KES       "
"Rct925              ","7/6/2020 12:00:00 AM","Dr70670             ","chq002197","Paid in KES","165000.00","True","Jv18456","KES       "
"Rct926              ","7/28/2020 12:00:00 AM","Dr510722            ","CHQ.035693","Paid in KES","900000.00","True","Jv18593","KES       "
"Rct927              ","4/20/2020 12:00:00 AM","Dr510731            ","TRF","Paid in KES","630000.00","","Jv18659","KES       "
"Rct928              ","8/5/2020 12:00:00 AM","Dr369               ","Chq012862","Paid in KES","150000.00","True","Jv18687","KES       "
"Rct929              ","8/5/2020 12:00:00 AM","Dr369               ","Chq012881","Paid in KES","438000.00","True","Jv18688","KES       "
"Rct930              ","8/5/2020 12:00:00 AM","Dr370               ","chq001594","Paid in KES","785965.00","True","Jv18689","KES       "
"Rct932              ","8/5/2020 12:00:00 AM","Dr510688            ","chq310072","Paid in KES","984421.00","True","Jv18690","KES       "
"Rct933              ","8/4/2020 12:00:00 AM","Dr510722            ","Chq03570","Paid in KES","817727.00","True","Jv18723","KES       "
"Rct934              ","8/10/2020 12:00:00 AM","Dr369               ","Chq012865","Paid in KES","150000.00","True","Jv18788","KES       "
"Rct935              ","7/30/2020 12:00:00 AM","Dr510709            ","pesalink","Paid in KES","400000.00","True","Jv18798","KES       "
"Rct937              ","8/3/2020 12:00:00 AM","Dr510709            ","pesalink","Paid in KES","473500.00","True","Jv18799","KES       "
"Rct938              ","7/3/2020 12:00:00 AM","Dr533               ","chq0016665","Paid in KES","224373.00","","Jv18800","KES       "
"Rct939              ","8/11/2020 12:00:00 AM","Dr510731            ","chq000345","Paid in KES","850000.00","True","Jv18832","KES       "
"Rct940              ","8/12/2020 12:00:00 AM","Dr510725            ","Chq0039578","Paid in KES","736842.00","True","Jv18841","KES       "
"Rct941              ","8/12/2020 12:00:00 AM","Dr369               ","Chq013106","Paid in KES","300000.00","True","Jv18843","KES       "
"Rct945              ","8/13/2020 12:00:00 AM","Dr458               ","CHQ.464883","Paid in KES","255000.00","True","Jv18894","KES       "
"Rct946              ","8/14/2020 12:00:00 AM","Dr458               ","CHQ.464889","Paid in KES","288000.00","True","Jv18956","KES       "
"Rct947              ","8/20/2020 12:00:00 AM","Dr458               ","chq464898","Paid in KES","96000.00","True","Jv19105","KES       "
"Rct948              ","8/7/2020 12:00:00 AM","Dr510747            ","Mpesa","Paid in KES","223098.00","True","Jv19114","KES       "
"Rct949              ","8/21/2020 12:00:00 AM","Dr510747            ","Mpesa","Paid in KES","228000.00","True","Jv19115","KES       "
"Rct950              ","8/13/2020 12:00:00 AM","Dr510709            ","inv1184","Paid in KES","573500.00","True","Jv19176","KES       "
"Rct951              ","8/22/2020 12:00:00 AM","Dr510709            ","TRF","Paid in KES","573500.00","True","Jv19177","KES       "
"Rct952              ","8/25/2020 12:00:00 AM","Dr510709            ","chq000220","Paid in KES","639795.36","True","Jv19179","KES       "
"Rct954              ","8/25/2020 12:00:00 AM","Dr510709            ","chq000221","Paid in KES","639795.36","True","Jv19181","KES       "
"Rct955              ","8/25/2020 12:00:00 AM","Dr510709            ","chq000222","Paid in KES","639795.36","True","Jv19187","KES       "
"Rct956              ","8/29/2020 12:00:00 AM","Dr510756            ","INV.1220","Paid in KES","1900.00","True","Jv19230","KES       "
"Rct957              ","8/31/2020 12:00:00 AM","Dr435               ","Chq000658","Paid in KES","215500.00","True","Jv19320","KES       "
"Rct958              ","9/1/2020 12:00:00 AM","Dr510709            ","chq000225","Paid in KES","573500.00","True","Jv19322","KES       "
"Rct959              ","8/28/2020 12:00:00 AM","Dr510709            ","chq000224","Paid in KES","639795.36","True","Jv19323","KES       "
"Rct960              ","8/6/2020 12:00:00 AM","Dr510752            ","TRF","Paid in KES","2750000.00","True","Jv19334","KES       "
"Rct961              ","8/26/2020 12:00:00 AM","Dr510755            ","RTGS","Paid in KES","437500.00","True","Jv19339","KES       "
"Rct962              ","9/2/2020 12:00:00 AM","Dr510709            ","chq000226","Paid in KES","573500.00","True","Jv19358","KES       "
"Rct963              ","7/17/2020 12:00:00 AM","Dr518               ","Inv1078","Paid in KES","78596.00","True","Jv19471","KES       "
"Rct964              ","8/17/2020 12:00:00 AM","Dr518               ","CHQ.624563","Paid in KES","84756.00","True","Jv19473","KES       "
"Rct965              ","9/4/2020 12:00:00 AM","Dr510751            ","RTGS","Paid in KES","760000.00","True","Jv19496","KES       "
"Rct966              ","9/7/2020 12:00:00 AM","Dr510751            ","CHQ.000003","Paid in KES","760000.00","True","Jv19497","KES       "
"Rct968              ","8/26/2020 12:00:00 AM","Dr510751            ","TRF","Paid in KES","760000.00","True","Jv19504","KES       "
"Rct969              ","8/19/2020 12:00:00 AM","Dr510751            ","","Paid in KES","456000.00","True","Jv19505","KES       "
"Rct967              ","9/9/2020 12:00:00 AM","Dr510751            ","CHQ.000005","Paid in KES","684000.00","True","Jv19506","KES       "
"Rct970              ","7/23/2020 12:00:00 AM","Dr533               ","Mpesa","Paid in KES","37500.00","","Jv19521","KES       "
"Rct971              ","9/12/2020 12:00:00 AM","Dr369               ","","Paid in KES","75000.00","True","Jv19650","KES       "
"Rct972              ","1/31/2019 12:00:00 AM","Dr490686            ","INV752","Paid in KES","54000.00","","Jv19775","KES       "
"Rct973              ","1/24/2019 12:00:00 AM","Dr490684            ","INV743","Paid in KES","55500.00","","Jv19776","KES       "
"Rct974              ","8/9/2019 12:00:00 AM","Dr620               ","inv892","Paid in KES","96000.00","","Jv19777","KES       "
"Rct975              ","9/19/2020 12:00:00 AM","Dr510709            ","CHQ.000223","Paid in KES","639795.36","True","Jv19873","KES       "
"Rct976              ","9/15/2020 12:00:00 AM","Dr510741            ","TRF","Paid in KES","2500000.00","True","Jv19894","KES       "
"Rct977              ","9/16/2020 12:00:00 AM","Dr510758            ","TRF","Paid in KES","170000.00","True","Jv19912","KES       "
"Rct978              ","9/21/2020 12:00:00 AM","Dr510712            ","chq001071","Paid in KES","457200.00","True","Jv19918","KES       "
"Rct979              ","9/22/2020 12:00:00 AM","Dr510739            ","chq000438","Paid in KES","350000.00","True","Jv19919","KES       "
"Rct980              ","9/21/2020 12:00:00 AM","Dr510712            ","chq001070","Paid in KES","457200.00","True","Jv19930","KES       "
"Rct981              ","9/21/2020 12:00:00 AM","Dr510712            ","chq001069","Paid in KES","457200.00","True","Jv19931","KES       "
"Rct982              ","9/21/2020 12:00:00 AM","Dr510751            ","TRF","Paid in KES","760000.00","True","Jv19942","KES       "
"Rct983              ","9/17/2020 12:00:00 AM","Dr371               ","Mpesa","Paid in KES","77500.00","True","Jv19943","KES       "
"Rct984              ","9/25/2020 12:00:00 AM","Dr510741            ","TRF","Paid in KES","300000.00","True","Jv19993","KES       "
"Rct986              ","9/26/2020 12:00:00 AM","Dr510709            ","CHQ.001279","Paid in KES","639795.36","True","Jv20131","KES       "
"Rct987              ","9/22/2020 12:00:00 AM","Dr510739            ","CHQ.000336","Paid in KES","350000.00","True","Jv20163","KES       "
"Rct989              ","9/25/2020 12:00:00 AM","Dr369               ","CHQ.000207","Paid in KES","225000.00","True","Jv20165","KES       "
"Rct990              ","9/25/2020 12:00:00 AM","Dr593               ","CHQ.000374","Paid in KES","13600.00","True","Jv20166","KES       "
"Rct991              ","9/30/2020 12:00:00 AM","Dr510709            ","chq001280","Paid in KES","639795.36","True","Jv20200","KES       "
"Rct992              ","9/8/2020 12:00:00 AM","Dr510750            ","Mpesa","Paid in KES","13542.00","","Jv20216","KES       "
"Rct993              ","9/11/2020 12:00:00 AM","Dr510756            ","Mpesa","Paid in KES","2850.00","","Jv20217","KES       "
"Rct994              ","9/21/2020 12:00:00 AM","Dr510756            ","Mpesa","Paid in KES","8875.00","","Jv20219","KES       "
"Rct995              ","9/11/2020 12:00:00 AM","Dr510756            ","Mpesa","Paid in KES","2850.00","","Jv20220","KES       "
"Rct996              ","10/2/2020 12:00:00 AM","Dr510741            ","TRF","Paid in KES","200000.00","True","Jv20463","KES       "
"Rct997              ","10/6/2020 12:00:00 AM","Dr510716            ","","Paid in KES","4244211.00","True","Jv20464","KES       "
"Rct998              ","10/2/2020 12:00:00 AM","Dr510751            ","TRF","Paid in KES","760000.00","True","Jv20465","KES       "
"Rct999              ","10/2/2020 12:00:00 AM","Dr510739            ","chq700124","Paid in KES","350000.00","True","Jv20466","KES       "
"Rct1000             ","10/8/2020 12:00:00 AM","Dr646               ","TRF","Paid in KES","633684.00","True","Jv20467","KES       "
"Rct1001             ","9/4/2020 12:00:00 AM","Dr646               ","","Paid in KES","633684.00","True","Jv20468","KES       "
"Rct1002             ","10/8/2020 12:00:00 AM","Dr510709            ","chq001267","Paid in KES","639795.00","True","Jv20470","KES       "
"Rct1003             ","10/8/2020 12:00:00 AM","Dr510709            ","chq001286","Paid in KES","639795.00","True","Jv20471","KES       "
"Rct1004             ","10/8/2020 12:00:00 AM","Dr510709            ","chq001285","Paid in KES","639795.00","True","Jv20472","KES       "
"Rct1005             ","10/9/2020 12:00:00 AM","Dr435               ","chq000713","Paid in KES","225000.00","True","Jv20475","KES       "
"Rct1006             ","10/9/2020 12:00:00 AM","Dr435               ","chq00719","Paid in KES","92000.00","True","Jv20476","KES       "
"Rct1007             ","10/2/2020 12:00:00 AM","Dr435               ","cash","Paid in KES","40000.00","True","Jv20477","KES       "
"Rct1009             ","10/5/2020 12:00:00 AM","Dr510728            ","CASH","Paid in KES","16000.00","True","Jv20480","KES       "
"Rct1011             ","9/25/2020 12:00:00 AM","Dr510728            ","CASH","Paid in KES","1680.00","True","Jv20481","KES       "
"Rct1012             ","10/12/2020 12:00:00 AM","Dr510739            ","CHQ.000507","Paid in KES","223000.00","True","Jv20519","KES       "
"Rct1013             ","10/14/2020 12:00:00 AM","Dr510761            ","INV.1284","Paid in KES","39000.00","True","Jv20524","KES       "
