"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1011969","30","1/14/2021 12:00:00 AM","GRN802","","","S.161               ","Redicote E 4875 NPF                               ","Drums     ","420.00","","","725","48720.00","353220.00","","","","","","","16.00","False","loosqty","","","1","420","725","Drums     ","1"
"1011970","20","1/14/2021 12:00:00 AM","PINV765","          ","","S.161               ","Redicote E 4875 NPF                               ","Drums     ","420.00","","","725","48720.00","353220.00","","","","","","","16.00","False","loosqty","","","1","420","725","Drums     ","1"
"1011971","18","1/14/2021 12:00:00 AM","LPO1075","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","19610.00","46.55","146060.69","1058940.00","True","","","","","","16.00","False","fulqty","","0","1","19610","46.55","kgs       ","1"
"1011972","30","1/14/2021 12:00:00 AM","GRN803","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","46.55","146060.69","1058940.00","","","","","","","16.00","False","fulqty","","","1","19610","46.55","kgs       ","1"
"1011973","20","1/14/2021 12:00:00 AM","PINV766","          ","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","46.55","146060.69","1058940.00","","","","","","","16.00","False","fulqty","","","1","19610","46.55","kgs       ","1"
"1011974","18","1/15/2021 12:00:00 AM","LPO1077","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","6.03","18933.79","137270.00","True","","","","","","16.00","False","fulqty","","0","1","19610","6.03","kgs       ","1"
"1011975","21","1/14/2021 12:00:00 AM","DN15","1         ","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","46.55","146060.69","1058940.00","","","","","","","16.00","False","fulqty","","","1","19610","46.55","kgs       ","1"
"1011976","18","1/15/2021 12:00:00 AM","LPO1078","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","19610.00","52.59","164994.48","1196210.00","True","","","","","","16.00","False","fulqty","","0","1","19610","52.59","kgs       ","1"
"1011977","24","1/14/2021 12:00:00 AM","PR9","          ","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","54","146060.69","1058940.00","","","","","","","16.00","False","fulqty","","","1","19610","54","kgs       ","1"
"1011978","30","1/15/2021 12:00:00 AM","GRN804","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","52.59","164994.48","1196210.00","","","","","","","16.00","False","fulqty","","","1","19610","52.59","kgs       ","1"
"1011979","20","1/15/2021 12:00:00 AM","PINV767","          ","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","19610.00","","","52.59","164994.48","1196210.00","","","","","","","16.00","False","fulqty","","","1","19610","52.59","kgs       ","1"
"1011980","18","1/15/2021 12:00:00 AM","LPO1079","","","S.15                ","Drum Empties                                      ","Units     ","17.00","","17.00","900","0.00","15300.00","True","","","","","","0.00","False","fulqty","","0","1","17","900","Units     ","1"
"1011981","30","1/15/2021 12:00:00 AM","GRN805","","","S.15                ","Drum Empties                                      ","Units     ","17.00","","","900","0.00","15300.00","","","","","","","0.00","False","fulqty","","","1","17","900","Units     ","1"
"1011982","20","1/15/2021 12:00:00 AM","PINV768","          ","","S.15                ","Drum Empties                                      ","Units     ","17.00","","","900","0.00","15300.00","","","","","","","0.00","False","fulqty","","","1","17","900","Units     ","1"
"1011983","18","1/14/2021 12:00:00 AM","LPO1081","","","S.15                ","Drum Empties                                      ","Units     ","11.00","","11.00","900","0.00","9900.00","True","","","","","","0.00","False","fulqty","","0","1","11","900","Units     ","1"
"1011984","30","1/14/2021 12:00:00 AM","GRN806","","","S.15                ","Drum Empties                                      ","Units     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","fulqty","","","1","11","900","Units     ","1"
"1011985","20","1/14/2021 12:00:00 AM","PINV769","          ","","S.15                ","Drum Empties                                      ","Units     ","11.00","","","900","0.00","9900.00","","","","","","","0.00","False","fulqty","","","1","11","900","Units     ","1"
"1011986","18","1/15/2021 12:00:00 AM","LPO1082","","","S.17                ","HCL                                               ","kgs       ","240.00","","240.00","38","1459.20","10579.20","True","","","","","","16.00","False","fulqty","","0","1000","240","38","kgs       ","1000"
"1011987","30","1/15/2021 12:00:00 AM","GRN807","","","S.17                ","HCL                                               ","kgs       ","240.00","","","38","1459.20","10579.20","","","","","","","16.00","False","fulqty","","","1000","240","38","kgs       ","1000"
"1011988","20","1/15/2021 12:00:00 AM","PINV770","          ","","S.17                ","HCL                                               ","kgs       ","240.00","","","38","1459.20","10579.20","","","","","","","16.00","False","fulqty","","","1000","240","38","kgs       ","1000"
"1011989","18","1/14/2021 12:00:00 AM","LPO1085","","","S.113               ","Diesel                                            ","litres    ","4000.00","","4000.00","87","0.00","348000.00","True","","","","","","16.00","False","fulqty","","0","1","4000","87","litres    ","1"
"1011990","30","1/14/2021 12:00:00 AM","GRN808","","","S.113               ","Diesel                                            ","litres    ","4000.00","","","87","0.00","348000.00","","","","","","","16.00","False","fulqty","","","1","4000","87","litres    ","1"
"1011991","20","1/14/2021 12:00:00 AM","PINV771","          ","","S.113               ","Diesel                                            ","litres    ","4000.00","","","87","0.00","348000.00","","","","","","","16.00","False","fulqty","","","1","4000","87","litres    ","1"
"1011992","18","1/18/2021 12:00:00 AM","LPO1086","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","18210.00","","18210.00","52.59","153215.17","1110810.00","True","","","","","","16.00","False","fulqty","","0","1","18210","52.59","kgs       ","1"
"1011993","30","1/18/2021 12:00:00 AM","GRN809","","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","18210.00","","","52.59","153215.17","1110810.00","","","","","","","16.00","False","fulqty","","","1","18210","52.59","kgs       ","1"
"1011994","20","1/18/2021 12:00:00 AM","PINV772","          ","","S.8                 ","Bitumen 80-100 bulk                               ","kgs       ","18210.00","","","52.59","153215.17","1110810.00","","","","","","","16.00","False","fulqty","","","1","18210","52.59","kgs       ","1"
"1011995","18","1/21/2021 12:00:00 AM","LPO1087","","","S.90                ","Buckets                                           ","bucket    ","103.00","","103.00","415","6839.20","49584.20","True","","","","","","16.00","False","fulqty","","0","1","103","415","bucket    ","1"
"1011996","30","1/21/2021 12:00:00 AM","GRN810","","","S.90                ","Buckets                                           ","bucket    ","103.00","","","415","6839.20","49584.20","","","","","","","16.00","False","fulqty","","","1","103","415","bucket    ","1"
"1011997","20","1/21/2021 12:00:00 AM","PINV773","          ","","S.90                ","Buckets                                           ","bucket    ","103.00","","","415","6839.20","49584.20","","","","","","","16.00","False","fulqty","","","1","103","415","bucket    ","1"
"1011998","18","1/25/2021 12:00:00 AM","LPO1088","","","","","","6.00","","","900","0.00","5400.00","True","","","","","","0.00","False","fulqty","","0","","6","900","",""
"1011999","18","1/26/2021 12:00:00 AM","LPO1091","","","S.15                ","Drum Empties                                      ","Units     ","6.00","","6.00","900","0.00","5400.00","True","","","","","","0.00","False","fulqty","","0","1","6","900","Units     ","1"
"1012000","30","1/26/2021 12:00:00 AM","GRN811","","","S.15                ","Drum Empties                                      ","Units     ","6.00","","","900","0.00","5400.00","","","","","","","0.00","False","fulqty","","","1","6","900","Units     ","1"
"1012001","18","1/26/2021 12:00:00 AM","LPO1092","","","S.15                ","Drum Empties                                      ","Units     ","126.00","","126.00","1100","0.00","138600.00","True","","","","","","0.00","False","fulqty","","0","1","126","1100","Units     ","1"
"1012002","30","1/26/2021 12:00:00 AM","GRN812","","","S.15                ","Drum Empties                                      ","Units     ","126.00","","","1100","0.00","138600.00","","","","","","","0.00","False","fulqty","","","1","126","1100","Units     ","1"
"1012005","18","1/26/2021 12:00:00 AM","LPO1095","","","S.15                ","Drum Empties                                      ","Units     ","126.00","","126.00","1100","0.00","138600.00","True","","","","","","0.00","False","fulqty","","0","1","126","1100","Units     ","1"
"1012006","30","1/26/2021 12:00:00 AM","GRN813","","","S.15                ","Drum Empties                                      ","Units     ","126.00","","","1100","0.00","138600.00","","","","","","","0.00","False","fulqty","","","1","126","1100","Units     ","1"
"1012007","18","1/26/2021 12:00:00 AM","LPO1096","","","S.15                ","Drum Empties                                      ","Units     ","34.00","","34.00","900","0.00","30600.00","True","","","","","","0.00","False","fulqty","","0","1","34","900","Units     ","1"
"1012008","30","1/26/2021 12:00:00 AM","GRN814","","","S.15                ","Drum Empties                                      ","Units     ","34.00","","","900","0.00","30600.00","","","","","","","0.00","False","fulqty","","","1","34","900","Units     ","1"
"1012009","18","1/27/2021 12:00:00 AM","LPO1097","","","S.60176             ","POWER PLUS CEM CEMENT                             ","Tonnes    ","28.00","","","13906.41","62300.73","451680.27","True","","","","","","16.00","False","fulqty","","0","1000","28","13906.41","Tonnes    ","1000"
"1012010","18","1/26/2021 12:00:00 AM","LPO1098","","","S.13                ","Kerosene                                          ","litres    ","4000.00","","4000.00","79","0.00","316000.00","True","","","","","","16.00","False","fulqty","","0","1","4000","79","litres    ","1"
"1012011","30","1/26/2021 12:00:00 AM","GRN815","","","S.13                ","Kerosene                                          ","litres    ","4000.00","","","79","0.00","316000.00","","","","","","","16.00","False","fulqty","","","1","4000","79","litres    ","1"
"1012012","20","1/26/2021 12:00:00 AM","PINV774","          ","","S.13                ","Kerosene                                          ","litres    ","4000.00","","","79","0.00","316000.00","","","","","","","16.00","False","fulqty","","","1","4000","79","litres    ","1"
"1012013","20","1/26/2021 12:00:00 AM","PINV775","          ","","S.15                ","Drum Empties                                      ","Units     ","126.00","","","1100","0.00","138600.00","","","","","","","0.00","False","fulqty","","","1","126","1100","Units     ","1"
"1012014","20","1/26/2021 12:00:00 AM","PINV776","          ","","S.15                ","Drum Empties                                      ","Units     ","6.00","","","900","0.00","5400.00","","","","","","","0.00","False","fulqty","","","1","6","900","Units     ","1"
"1012015","20","1/26/2021 12:00:00 AM","PINV777","          ","","S.15                ","Drum Empties                                      ","Units     ","34.00","","","900","0.00","30600.00","","","","","","","0.00","False","fulqty","","","1","34","900","Units     ","1"
"1012016","18","1/29/2021 12:00:00 AM","LPO1099","","","S.90                ","Buckets                                           ","bucket    ","297.00","","297.00","415","19720.80","142975.80","True","","","","","","16.00","False","fulqty","","0","1","297","415","bucket    ","1"
"1012017","18","1/29/2021 12:00:00 AM","LPO1099","","","S.93                ","Tins 4ltrs                                        ","Units     ","400.00","","400.00","74.5","4768.00","34568.00","True","","","","","","16.00","False","fulqty","","0","1","400","74.5","Units     ","1"
"1012018","18","2/2/2021 12:00:00 AM","LPO1100","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","145.00","10254.31","237900.00","1724775.00","True","","","","","","16.00","False","fulqty","","0","183","145","10254.31","Drums     ","183"
"1012019","30","2/2/2021 12:00:00 AM","GRN816","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","10254.31","237900.00","1724775.00","","","","","","","16.00","False","fulqty","","","183","145","10254.31","Drums     ","183"
"1012020","20","2/2/2021 12:00:00 AM","PINV778","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","10254.31","237900.00","1724775.00","","","","","","","16.00","False","fulqty","","","183","145","10254.31","Drums     ","183"
"1012021","18","2/2/2021 12:00:00 AM","LPO1101","","","S.15                ","Drum Empties                                      ","Units     ","5.00","","5.00","900","0.00","4500.00","True","","","","","","0.00","False","fulqty","","0","1","5","900","Units     ","1"
"1012022","30","2/2/2021 12:00:00 AM","GRN817","","","S.15                ","Drum Empties                                      ","Units     ","5.00","","","900","0.00","4500.00","","","","","","","0.00","False","fulqty","","","1","5","900","Units     ","1"
