"DocumentNo","SampleID","SampleTypeID","ParameterID","Method","Limits_min","Limits_max","Results","lastuserid","lastdatetime"
"B/No1158","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:26:17 PM"
"B/No1158","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:26:17 PM"
"B/No1150","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","9","","","","-","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","10","","","","-","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","11","","68","70","68","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","12","","25","35","25","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:27:21 PM"
"B/No1150","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:27:21 PM"
"B/No1151","S.99","S.99","69","","","0.05","0.05","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","70","","","","-","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","71","","","","-","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","72","","56","","60","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","73","","","8","5","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","74","","Nil","60","-","Elias","4/8/2022 12:29:52 PM"
"B/No1151","S.99","S.99","75","","Negative","","Negatiive","Elias","4/8/2022 12:29:52 PM"
"B/No1164","S.9","S.9","15","","30","60","52.1","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","17","","","","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:30:53 PM"
"B/No1164","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:30:53 PM"
"B/No1186","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 12:32:45 PM"
"B/No1186","S.6","S.6","3","","","","-","Elias","4/8/2022 12:32:45 PM"
"B/No1186","S.6","S.6","4","","57","60","59","Elias","4/8/2022 12:32:45 PM"
"B/No1186","S.6","S.6","5","","6","9","4","Elias","4/8/2022 12:32:45 PM"
"B/No1186","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 12:32:45 PM"
"B/No1186","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 12:32:45 PM"
"B/No1170","S.35","S.35","95","KS 02-1239","30","60","37.35","Elias","4/8/2022 12:38:11 PM"
"B/No1170","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 12:38:11 PM"
"B/No1170","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 12:38:11 PM"
"B/No1170","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 12:38:11 PM"
"B/No1170","S.35","S.35","99","ASTM D92","38","","52","Elias","4/8/2022 12:38:11 PM"
"B/No1182","S.99","S.99","69","","","0.05","0.05","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","70","","","","-","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","71","","","","-","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","72","","56","","60","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","73","","","8","5","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","74","","Nil","60","-","Elias","4/8/2022 12:40:22 PM"
"B/No1182","S.99","S.99","75","","Negative","","Negatiive","Elias","4/8/2022 12:40:22 PM"
"B/No1173","S.99","S.99","69","","","0.05","0.05","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","70","","","","-","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","71","","","","-","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","72","","56","","59","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","73","","","8","5","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","74","","Nil","60","-","Elias","4/8/2022 12:41:26 PM"
"B/No1173","S.99","S.99","75","","Negative","","Negatiive","Elias","4/8/2022 12:41:26 PM"
"B/No1166","S.35","S.35","95","KS 02-1239","30","60","37.35","Elias","4/8/2022 12:44:06 PM"
"B/No1166","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 12:44:06 PM"
"B/No1166","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 12:44:06 PM"
"B/No1166","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 12:44:06 PM"
"B/No1166","S.35","S.35","99","ASTM D92","38","","52","Elias","4/8/2022 12:44:06 PM"
"B/No1185","S.9","S.9","15","","30","60","40","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","17","","","","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:46:30 PM"
"B/No1185","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:46:30 PM"
"B/No1189","S.35","S.35","95","KS 02-1239","30","60","30.12","Elias","4/8/2022 12:50:33 PM"
"B/No1189","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 12:50:33 PM"
"B/No1189","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 12:50:33 PM"
"B/No1189","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 12:50:33 PM"
"B/No1189","S.35","S.35","99","ASTM D92","38","","52","Elias","4/8/2022 12:50:33 PM"
"B/No1188","S.35","S.35","95","KS 02-1239","30","60","30.12","Elias","4/8/2022 12:52:07 PM"
"B/No1188","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 12:52:07 PM"
"B/No1188","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 12:52:07 PM"
"B/No1188","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 12:52:07 PM"
"B/No1188","S.35","S.35","99","ASTM D92","38","","39","Elias","4/8/2022 12:52:07 PM"
"B/No1192","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","9","","","","-","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","10","","","","-","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","11","","68","70","66","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","12","","25","35","25","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:54:26 PM"
"B/No1192","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:54:26 PM"
"B/No1191","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","9","","","","-","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","10","","","","-","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","11","","68","70","67","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","12","","25","35","26","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 12:55:14 PM"
"B/No1191","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 12:55:14 PM"
"B/No1194","S.9","S.9","15","","30","60","40","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","16","","38","","42","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","17","","","","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","18","","0","25","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","19","","40","70","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","20","","40","70","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","21","","75","93","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","22","","50","","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","23","","120","300","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","25","","","",">100","Elias","4/8/2022 12:56:07 PM"
"B/No1194","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 12:56:07 PM"
"B/No1061","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 12:59:56 PM"
"B/No1061","S.103","S.103","82","ASTM D6934","56","","58","Elias","4/8/2022 12:59:56 PM"
"B/No1061","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 12:59:56 PM"
"B/No1061","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 12:59:56 PM"
"B/No1061","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 12:59:56 PM"
"B/No1111","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:05:25 PM"
"B/No1111","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:05:25 PM"
"B/No1111","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:05:25 PM"
"B/No1111","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:05:25 PM"
"B/No1111","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:05:25 PM"
"B/No1110","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:08:29 PM"
"B/No1110","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:08:29 PM"
"B/No1110","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:08:29 PM"
"B/No1110","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:08:29 PM"
"B/No1110","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:08:29 PM"
"B/No1133","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:12:59 PM"
"B/No1133","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:12:59 PM"
"B/No1133","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:12:59 PM"
"B/No1133","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:12:59 PM"
"B/No1133","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:12:59 PM"
"B/No1152","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:14:15 PM"
"B/No1152","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:14:15 PM"
"B/No1152","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:14:15 PM"
"B/No1152","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:14:15 PM"
"B/No1152","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:14:15 PM"
"B/No1153","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:16:06 PM"
"B/No1153","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","4/8/2022 3:16:06 PM"
"B/No1153","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","4/8/2022 3:16:06 PM"
"B/No1153","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","4/8/2022 3:16:06 PM"
"B/No1153","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","4/8/2022 3:16:06 PM"
"B/No1160","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:21:45 PM"
"B/No1160","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","4/8/2022 3:21:45 PM"
"B/No1160","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","4/8/2022 3:21:45 PM"
"B/No1160","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","4/8/2022 3:21:45 PM"
"B/No1160","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","4/8/2022 3:21:45 PM"
"B/No1157","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:26:43 PM"
"B/No1157","S.103","S.103","82","ASTM D6934","56","","58","Elias","4/8/2022 3:26:43 PM"
"B/No1157","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:26:43 PM"
"B/No1157","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:26:43 PM"
"B/No1157","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:26:43 PM"
"B/No1163","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:28:05 PM"
"B/No1163","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:28:05 PM"
"B/No1163","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:28:05 PM"
"B/No1163","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:28:05 PM"
"B/No1163","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:28:05 PM"
"B/No1162","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:29:39 PM"
"B/No1162","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:29:39 PM"
"B/No1162","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:29:39 PM"
"B/No1162","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:29:39 PM"
"B/No1162","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:29:39 PM"
"B/No1175","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:30:19 PM"
"B/No1175","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:30:19 PM"
"B/No1175","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:30:19 PM"
"B/No1175","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:30:19 PM"
"B/No1175","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:30:19 PM"
"B/No1174","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:32:14 PM"
"B/No1174","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:32:14 PM"
"B/No1174","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:32:14 PM"
"B/No1174","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:32:14 PM"
"B/No1174","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:32:14 PM"
"B/No1180","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:34:25 PM"
"B/No1180","S.103","S.103","82","ASTM D6934","56","","60","Elias","4/8/2022 3:34:25 PM"
"B/No1180","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:34:25 PM"
"B/No1180","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:34:25 PM"
"B/No1180","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:34:25 PM"
"B/No1184","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:35:49 PM"
"B/No1184","S.103","S.103","82","ASTM D6934","56","","58","Elias","4/8/2022 3:35:49 PM"
"B/No1184","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:35:49 PM"
"B/No1184","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:35:49 PM"
"B/No1184","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:35:49 PM"
"B/No1190","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:38:44 PM"
"B/No1190","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","4/8/2022 3:38:44 PM"
"B/No1190","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","4/8/2022 3:38:44 PM"
"B/No1190","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","4/8/2022 3:38:44 PM"
"B/No1190","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","4/8/2022 3:38:44 PM"
"B/No1196","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:39:17 PM"
"B/No1196","S.103","S.103","82","ASTM D6934","56","","58","Elias","4/8/2022 3:39:17 PM"
"B/No1196","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:39:17 PM"
"B/No1196","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:39:17 PM"
"B/No1196","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:39:17 PM"
"B/No1193","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:39:49 PM"
"B/No1193","S.103","S.103","82","ASTM D6934","56","","58","Elias","4/8/2022 3:39:49 PM"
"B/No1193","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","4/8/2022 3:39:49 PM"
"B/No1193","S.103","S.103","84","ASTM D6999","","","-","Elias","4/8/2022 3:39:49 PM"
"B/No1193","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","4/8/2022 3:39:49 PM"
"B/No1197","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","4/8/2022 3:40:16 PM"
"B/No1197","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","4/8/2022 3:40:16 PM"
"B/No1197","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","4/8/2022 3:40:16 PM"
"B/No1197","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","4/8/2022 3:40:16 PM"
"B/No1197","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","4/8/2022 3:40:16 PM"
"B/No1200","S.9","S.9","15","","30","60","62.4","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","16","","38","","42","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","17","","","","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","18","","0","25","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","19","","40","70","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","20","","40","70","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","21","","75","93","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","22","","50","","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","23","","120","300","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","24","","","0.2","-","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","25","","","",">100","Elias","4/11/2022 4:31:37 PM"
"B/No1200","S.9","S.9","26","","99","","99.6","Elias","4/11/2022 4:31:37 PM"
"B/No1198","S.35","S.35","95","KS 02-1239","30","60","18","Elias","4/11/2022 4:32:28 PM"
"B/No1198","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/11/2022 4:32:28 PM"
"B/No1198","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/11/2022 4:32:28 PM"
"B/No1198","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/11/2022 4:32:28 PM"
"B/No1198","S.35","S.35","99","ASTM D92","38","","52","Elias","4/11/2022 4:32:28 PM"
"B/No1199","S.6","S.6","2","","","0.05","0.03","Elias","4/11/2022 4:34:19 PM"
"B/No1199","S.6","S.6","3","","","","-","Elias","4/11/2022 4:34:19 PM"
"B/No1199","S.6","S.6","4","","57","60","59","Elias","4/11/2022 4:34:19 PM"
"B/No1199","S.6","S.6","5","","6","9","4","Elias","4/11/2022 4:34:19 PM"
"B/No1199","S.6","S.6","6","","Nil","","Nil","Elias","4/11/2022 4:34:19 PM"
"B/No1199","S.6","S.6","7","","Positive","","Positive","Elias","4/11/2022 4:34:19 PM"
"B/No1209","S.35","S.35","95","KS 02-1239","30","60","36.4","Elias","4/13/2022 4:39:12 PM"
"B/No1209","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/13/2022 4:39:12 PM"
"B/No1209","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/13/2022 4:39:12 PM"
"B/No1209","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/13/2022 4:39:12 PM"
"B/No1209","S.35","S.35","99","ASTM D92","38","","48","Elias","4/13/2022 4:39:12 PM"
"B/No1218","S.6","S.6","2","","","0.05","0.03","Elias","5/5/2022 5:15:25 PM"
"B/No1218","S.6","S.6","3","","","","-","Elias","5/5/2022 5:15:25 PM"
"B/No1218","S.6","S.6","4","","57","60","58","Elias","5/5/2022 5:15:25 PM"
"B/No1218","S.6","S.6","5","","6","9","6","Elias","5/5/2022 5:15:25 PM"
"B/No1218","S.6","S.6","6","","Nil","","Nil","Elias","5/5/2022 5:15:25 PM"
"B/No1218","S.6","S.6","7","","Positive","","Positive","Elias","5/5/2022 5:15:25 PM"
"B/No1210","S.35","S.35","95","KS 02-1239","30","60","41","Elias","5/5/2022 5:18:47 PM"
"B/No1210","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","5/5/2022 5:18:47 PM"
"B/No1210","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","5/5/2022 5:18:47 PM"
"B/No1210","S.35","S.35","98","ASTM D2172","55","","64","Elias","5/5/2022 5:18:47 PM"
"B/No1210","S.35","S.35","99","ASTM D92","38","","52","Elias","5/5/2022 5:18:47 PM"
"B/No1206","S.99","S.99","69","","","0.05","0.05","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","70","","","","-","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","71","","","","-","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","72","","56","","58.44","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","73","","","8","7","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","74","","Nil","60","-","Elias","5/13/2022 3:09:44 PM"
"B/No1206","S.99","S.99","75","","Negative","","Negatiive","Elias","5/13/2022 3:09:44 PM"
"B/No1211","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","5/13/2022 3:14:13 PM"
"B/No1211","S.103","S.103","82","ASTM D6934","56","","58","Elias","5/13/2022 3:14:13 PM"
"B/No1211","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","5/13/2022 3:14:13 PM"
"B/No1211","S.103","S.103","84","ASTM D6999","","","-","Elias","5/13/2022 3:14:13 PM"
"B/No1211","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","5/13/2022 3:14:13 PM"
"B/No1213","S.95","S.95","91","ASTM D1298","0.9","1.1","1.10","Elias","5/13/2022 3:18:26 PM"
"B/No1213","S.95","S.95","92","ASTM D2172","57","","-","Elias","5/13/2022 3:18:26 PM"
"B/No1213","S.95","S.95","93","ASTM D92","38","","42","Elias","5/13/2022 3:18:26 PM"
"B/No1217","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","5/13/2022 3:20:16 PM"
"B/No1217","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","5/13/2022 3:20:16 PM"
"B/No1217","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","5/13/2022 3:20:16 PM"
"B/No1217","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","5/13/2022 3:20:16 PM"
"B/No1217","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","5/13/2022 3:20:16 PM"
"B/No1216","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","5/13/2022 3:20:52 PM"
"B/No1216","S.103","S.103","82","ASTM D6934","56","","58","Elias","5/13/2022 3:20:52 PM"
"B/No1216","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","5/13/2022 3:20:52 PM"
"B/No1216","S.103","S.103","84","ASTM D6999","","","-","Elias","5/13/2022 3:20:52 PM"
"B/No1216","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","5/13/2022 3:20:52 PM"
"B/No1221","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:30:18 PM"
"B/No1221","S.6","S.6","3","","","","-","Elias","5/13/2022 3:30:18 PM"
"B/No1221","S.6","S.6","4","","57","60","60","Elias","5/13/2022 3:30:18 PM"
"B/No1221","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:30:18 PM"
"B/No1221","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:30:18 PM"
"B/No1221","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:30:18 PM"
"B/No1220","S.7","S.7","8","","","0.05","0.01","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","9","","","","-","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","10","","","","-","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","11","","68","70","69","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","12","","25","35","26","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","13","","Nil","","-","Elias","5/13/2022 3:32:07 PM"
"B/No1220","S.7","S.7","14","","Positive","","Positive","Elias","5/13/2022 3:32:07 PM"
"B/No1219","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:33:24 PM"
"B/No1219","S.6","S.6","3","","","","-","Elias","5/13/2022 3:33:24 PM"
